0,1,2,3,4,5
audio,,(file),,,
Inflection of te,,,,,
,Singular,Plural,,,
Indefinite,Definite,Indefinite,Definite,,
Nominative,te,teet,teer,teerna,
Genitive,tes,teets,teers,teernas,
fläderte  silverte  tegelte  tebjudning  teblad  teblask  tebord,tebricka  tebröd  tebuske  teceremoni  tedags  tedrickare  tefat,teglas  tehus  tehuva  tekaka  tekanna  tekittel  tekokare,tekopp  tekula  tekök  teodling  teplantage  tepåse  teros,teservis  tesil  tesked  teskörd  tesort  tesupé  tevagn,tevatten  teveronika
,Active,Passive,,,
Infinitive,te,—,,,
Present tense,ter,—,,,
Past tense,tedde,—,,,
Supine,tett,—,,,
Imperative,te,—,,,
Present participle,teende,,,,
Past participle,—,,,,
