0,1,2,3,4
audio,,(file),,
,Active,Passive,,
Infinitive,ge,ges,,
Present tense,ger,ges,,
Past tense,gav,gavs,,
Supine,gett,getts,,
Imperative,ge,—,,
Present participle,—,,,
Past participle,—,,,
,Active,Passive,,
Infinitive,giva,givas,,
Present tense,giver,"givs, gives",,
Past tense,gav,gavs,,
Supine,givit,givits,,
Imperative,giv,—,,
Present participle,givande,,,
Past participle,given,,,
,Active,Passive,,
Infinitive,gifva,gifvas,,
Present tense,gifver,"gifs, gifves",,
Past tense,gaf,gafs,,
Supine,gifvit,gifvits,,
Imperative,gif,—,,
Present participle,gifvande,,,
Past participle,gifven,,,
ange  ge an  ge besked  ge bort  ge efter  ge igen,ge järnet  ge med sig  ge sig av  ge sig den på  ge sig in i  ge sig till,ge sig tillkänna  ge sig på  ge rätt  ge tillbaka  ge upp  ge ut,avge  inge  överge  tillge  uppge  utge,ge vid handen
