0,1,2,3
audio,,(file),
Inflection of äkta,,,
Indefinite/attributive,Positive,Comparative,Superlative2
Common singular,äkta,mer äkta,mest äkta
Neuter singular,äkta,mer äkta,mest äkta
Plural,äkta,mer äkta,mest äkta
Definite,Positive,Comparative,Superlative
Masculine singular1,äkte,mer äkte,mest äkte
All,äkta,mer äkta,mest äkta
"1) Only used, optionally, to refer to things whose natural gender is masculine.2) The indefinite superlative forms are only used in an attributive role.",,,
,Active,Passive,
Infinitive,äkta,äktas,
Present tense,äktar,äktas,
Past tense,äktade,äktades,
Supine,äktat,äktats,
Imperative,äkta,—,
Present participle,äktande,,
Past participle,äktad,,
