0,1,2,3,4,5
audio,,(file),,,
,subject,object,possessive,,
singular,full,full,common,neuter,plural
1st person,jag,mig,min,mitt,mina
2nd person,du,dig,din,ditt,dina
3rd person masculine,han,honom,hans,,
3rd person feminine,hon,henne,hennes,,
3rd person gender-neutral,hen*,hen*/henom*,hens*,,
3rd person common,den,den,dess,,
3rd person neuter,det,det,dess,,
3rd person indefinite,man/en,en,ens,,
3rd person reflexive,—,sig,sin,sitt,sina
plural,,,,,
1st person,vi,oss,vår,vårt,våra
2nd person,ni,ereder (dated),er,ert,era
3rd person,de,dem,deras,,
3rd person reflexive,—,sig,sin,sitt,sina
,Active,Passive,,,
Infinitive,sina,—,,,
Present tense,sinar,—,,,
Past tense,sinade,—,,,
Supine,sinat,—,,,
Imperative,sina,—,,,
Present participle,sinande,,,,
Past participle,sinad,,,,
