0,1,2,3,4
audio,,(file),,
,Active,Passive,,
Infinitive,ta,tas,,
Present tense,tar,tas,,
Past tense,tog,togs,,
Supine,tagit,tagits,,
Imperative,ta,—,,
Present participle,tagande,,,
Past participle,tagen,,,
,Active,Passive,,
Infinitive,taga,tagas,,
Present tense,tager,tages,,
Past tense,tog,togs,,
Supine,tagit,tagits,,
Imperative,tag,—,,
Present participle,tagande,,,
Past participle,tagen,,,
återta  avta  fan ta dig  fan ta er  förta  frita  överta  satan ta dig  satan ta er  ta anställning  ta ansvar  ta åt sig  ta av  ta av daga  ta av sig  ta avsked  ta beslut  ta betalt  ta bort  ta det lugnt  ta emot  ta emot sig  ta examen  ta fart  ta farväl  ta för givet  ta för sig  ta fram  ta hand om  ta hänsyn  ta helst  ta hem,,ta hus i helvete  ta i  ta ifrån  ta igen sig  ta in  ta initiativ  ta lån  ta lätt på  ta livet av  ta med  ta musten ur någon  ta ned  ta ner  ta och  ta om  ta över  ta på  ta på allvar  ta på bar gärning  ta på sig  ta på skoj  ta plats  ta sats  ta sig an  ta sig för  ta sig före  ta sig fram  ta sig i arslet  ta sig i baken  ta sig igenom  ta sig in,,ta sig i röven  ta sig över  ta sig samman  ta sig till  ta sig ton  ta sig upp  ta sig ur  ta sig ut  ta sig vatten över huvudet  ta sikte  ta sikte på  ta sitt förnuft till fånga  ta skydd  ta ställning  ta studenten  ta tag i  ta telefonen  ta tiden  ta tid på sig  ta till  ta till sig  ta tillvara  ta timeout  ta ton  ta upp  ta ut  ta ut i förskott  ta ut sig  ta vägen  ta vara på  tillta
