0,1,2,3,4
Audio,,(file),,
Inflection of fasa,,,,
,Singular,Plural,,
Indefinite,Definite,Indefinite,Definite,
Nominative,fasa,fasan,fasor,fasorna
Genitive,fasas,fasans,fasors,fasornas
,Active,Passive,,
Infinitive,fasa,—,,
Present tense,fasar,—,,
Past tense,fasade,—,,
Supine,fasat,—,,
Imperative,fasa,—,,
Present participle,fasande,,,
Past participle,—,,,
,Active,Passive,,
Infinitive,fasa in,fasas in,,
Present tense,fasar in,fasas in,,
Past tense,fasade in,fasades in,,
Supine,fasatin,fasats in,,
Imperative,fasa in,—,,
Present participle,infasande,,,
Past participle,infasad,,,
,Active,Passive,,
Infinitive,fasa ut,fasas ut,,
Present tense,fasar ut,fasas ut,,
Past tense,fasade ut,fasades ut,,
Supine,fasatut,fasats ut,,
Imperative,fasa ut,—,,
Present participle,utfasande,,,
Past participle,utfasad,,,
