0,1,2,3
audio,,(file),
Inflection of tunn,,,
Indefinite/attributive,Positive,Comparative,Superlative2
Common singular,tunn,tunnare,tunnast
Neuter singular,tunt,tunnare,tunnast
Plural,tunna,tunnare,tunnast
Definite,Positive,Comparative,Superlative
Masculine singular1,tunne,tunnare,tunnaste
All,tunna,tunnare,tunnaste
"1) Only used, optionally, to refer to things whose natural gender is masculine.2) The indefinite superlative forms are only used in an attributive role.",,,
cellofantunn  lövtunn  tunna (verb)  tunnbladig  tunnbröd  tunnfilm  tunnflytande  tunnhet,tunnhudad  tunnhårig  tunnklädd  tunnpannkaka  tunnplåt  tunnskalig  tunnsliten  tunnsådd,tunntarm  tunntrådig  tunnväggig,
