0,1,2,3,4,5,6,7
infinitive,unviar,,,,,,
gerund,unviando,,,,,,
past participle,"m unviáu, f unviada, n unviao, m pl unviaos, f pl unviaes",,,,,,
person,first singularyo,second singulartu,third singularél/elli,first pluralnosotros/nós,second pluralvosotros/vós,third pluralellos,
indicative,present,unvio,unvies,unvia,unviamos,unviáis,unvien
imperfect,unviaba,unviabes,unviaba,"unviábemos, unviábamos","unviabeis, unviabais",unviaben,
preterite,unvié,"unviasti, unviesti",unvió,unviemos,"unviastis, unviestis",unviaron,
pluperfect,"unviare, unviara","unviares, unviaras","unviare, unviara","unviáremos, unviáramos","unviareis, unviarais","unviaren, unviaran",
future,unviaré,unviarás,unviará,unviaremos,unviaréis,unviarán,
conditional,unviaría,unviaríes,unviaría,"unviaríemos, unviaríamos","unviaríeis, unviaríais",unviaríen,
subjunctive,present,unvie,"unvies, unvias",unvie,unviemos,unviéis,"unvien, unvian"
imperfect,"unviare, unviara","unviares, unviaras","unviare, unviara","unviáremos, unviáramos","unviareis, unviarais","unviaren, unviaran",
imperative,—,unvia,—,—,unviái,—,
