0,1,2,3,4,5,6,7
Impersonal forms,,,,,,,
Infinitive,facer/faer,,,,,,
Gerund,faciendo/fayendo,,,,,,
Past participle,fechu,,,,,,
Personal forms,,,,,,,
,yo,tu,él~elli/-a/-o,nosotros/-es~nós,vosotros/-es~vós,ellos/-es,
Indicative,Present,fagofaigo,faes,fai,facemosfaemos,facéisfaéis,faen
Imperfect preterite,facíafaía,facíesfaíes,facíafaía,facíamosfacíemosfacíamosfaíemos,facíaisfacíeisfaíaisfaíeis,facíenfaíen,
Perfect preterite,ficifixi,ficistificestifixistifixesti,fizofixo,ficimosficiemosfiximosfixiemos,ficistisficiestisfixistisfixestis,ficieronfixieron,
Pluperfect preterite,ficieraficierefixerafixere,ficierasficieresfixerasfixeres,ficieraficierefixerafixere,ficiéramosficiéremosfixéramosfixéremos,ficieraisficiereisfixeraisfixereis,ficieranficierenfixeranfixeren,
,yo,tu,él~elli/-a/-o,nosotros/-es~nós,vosotros/-es~vós,ellos/-es,
Subjunctive,Present,fagafaiga,fagasfaigas,fagafaiga,fagamosfaigamos,fagáisfaigáis,faganfaigan
Imperfect preterite,ficieraficierefixerafixere,ficierasficieresfixerasfixeres,ficieraficierefixerafixere,ficiéramosficiéremosfixéramosfixéremos,ficieraisficiereisfixeraisfixereis,ficieranficierenfixeranfixeren,
,yo,tu,él~elli/-a/-o,nosotros/-es~nós,vosotros/-es~vós,ellos/-es,
Potential,Future,fadréfairé,fadrásfairás,fadráfairá,fadremosfairemos,fadréisfairéis,fadránfairán
Conditional,fadríafairía,fadríesfairíes,fadríafairía,fadríamosfadríemosfaireíamosfairíemos,fadríaisfadríeisfairíaisfairíeis,fadríenfairíen,
,-,tu,vusté,nosotros/-es~nós,vosotros/-es~vós,vustedes,
Imperative,,fai,,vamos facervamos faer,facéifaéi,,
