0,1,2
Audio,,(file)
imperfective aspect,,
infinitive,ї́хати (jíxaty),
participles,present tense,past tense
active,—,—
passive,—,——
adverbial,ї́дучи (jídučy),ї́хавши (jíxavšy)
,present tense,future tense
1st singular я,ї́ду (jídu),бу́ду ї́хати (búdu jíxaty) ї́хатиму (jíxatymu)
2nd singular ти,ї́деш (jídeš),бу́деш ї́хати (búdeš jíxaty) ї́хатимеш (jíxatymeš)
3rd singular він / вона / воно,ї́де (jíde),бу́де ї́хати (búde jíxaty) ї́хатиме (jíxatyme)
1st plural ми,"ї́демо, ї́дем (jídemo, jídem)",бу́демо ї́хати (búdemo jíxaty) ї́хатимемо (jíxatymemo)
2nd plural ви,ї́дете (jídete),бу́дете ї́хати (búdete jíxaty) ї́хатимете (jíxatymete)
3rd plural вони,ї́дуть (jídutʹ),бу́дуть ї́хати (búdutʹ jíxaty) ї́хатимуть (jíxatymutʹ)
imperative,singular,plural
first-person,—,ї́дьмо (jídʹmo)
second-person,їдь (jidʹ),ї́дьте (jídʹte)
past tense,singular,plural ми / ви / вони
masculine я / ти / він,ї́хав (jíxav),ї́хали (jíxaly)
feminine я / ти / вона,ї́хала (jíxala),
neuter воно,ї́хало (jíxalo),
