0,1,2
Audio,,(file)
,singular,plural
nominative,ковбаса́kovbasá,ковба́сиkovbásy
genitive,ковбаси́kovbasý,ковба́сkovbás
dative,ковбасі́kovbasí,ковба́самkovbásam
accusative,ковбасу́kovbasú,ковба́сиkovbásy
instrumental,ковбасо́юkovbasóju,ковба́самиkovbásamy
locative,ковбасі́kovbasí,ковба́сахkovbásax
vocative,ковба́соkovbáso,ковба́сиkovbásy
ковба́сна ‎(kovbásna)  ковбасня́ ‎(kovbasnjá)  ковбасни́к ‎(kovbasnýk)  ковбася́ник ‎(kovbasjányk) (dialectal)  ковбасни́ця ‎(kovbasnýcja) (dialectal),,ковбася́нка ‎(kovbasjánka) (dialectal)  ковба́сний ‎(kovbásnyj)  ковбасо́вий ‎(kovbasóvyj) (dialectal)  Ковбаса́ ‎(Kovbasá)  Ковбасю́к ‎(Kovbasjúk)
"ко́вба ‎(kóvba) (dialectal)  ко́вбаль ‎(kóvbalʹ) (dialectal)  ковба́н ‎(kovbán) (dialectal), ко́вбик ‎(kóvbyk)  ковба́ня ‎(kovbánja)",,"ковба́сити ‎(kovbásyty) (dialectal)  ковба́тка ‎(kovbátka) (dialectal)  ковба́шка ‎(kovbáška), ковби́ця ‎(kovbýcja)"
