0,1
,singular
nominative,інформа́тикаinformátyka
genitive,інформа́тикиinformátyky
dative,інформа́тиціinformátyci
accusative,інформа́тикуinformátyku
instrumental,інформа́тикоюinformátykoju
locative,інформа́тиціinformátyci
vocative,інформа́тикоinformátyko
