0,1,2
infinitive,rásti,
supine,"rást, ràst",
verbal noun,—,
participles,adjectival,adverbial
present active,rastóč,—
past active,rástel,—
past passive,—,—
,present indicative,imperative
1st singular,rástem,—
2nd singular,rásteš,rásti
3rd singular,ráste,—
1st dual,rásteva,rástiva
2nd dual,rásteta,rástita
3rd dual,rásteta,—
1st plural,rástemo,rástimo
2nd plural,rástete,rástite
3rd plural,rástejo,—
Compound tenses (see rástel for all forms),,
past indic.,sem rástel,
pluperfect indic.,sem bil rástel,
future indic.,bom rástel,
present cond.,bi rástel,
past cond.,bi bil rástel,
infinitive,rásti,
supine,"rást, ràst",
verbal noun,—,
participles,adjectival,adverbial
present active,rasóč,—
past active,rásel,—
past passive,—,—
,present indicative,imperative
1st singular,rásem,—
2nd singular,ráseš,rási
3rd singular,ráse,—
1st dual,ráseva,rásiva
2nd dual,ráseta,rásita
3rd dual,ráseta,—
1st plural,rásemo,rásimo
2nd plural,rásete,rásite
3rd plural,rásejo,—
Compound tenses (see rásel for all forms),,
past indic.,sem rásel,
pluperfect indic.,sem bil rásel,
future indic.,bom rásel,
present cond.,bi rásel,
past cond.,bi bil rásel,
zrásti pf  izrásti pf  vrásti pf  porásti pf,,prirásti pf  podrásti pf  razrásti se pf  zàrāsti pf
