0,1,2,3,4
,singular,dual,plural,
nominative,bárva,bárvi,bárve,
accusative,bárvo,bárvi,bárve,
genitive,bárve,bárv,bárv,
dative,bárvi,bárvama,bárvam,
locative,bárvi,bárvah,bárvah,
instrumental,bárvo,bárvama,bárvami,
Colors in Slovene · barve (layout · text),,,,
rdeča,zelena,rumena,krem,bela
škrlatna,"magenta, fuksija",turkizna,"svetlozelena, limeta",roza
indigo,modra,oranžna,siva,vijolična
črna,"vijolična, lila",rjava,azurna,"sinja, cian"
Poker hands in Slovene · poker karte (layout · text),,,,
,,,,
najvišja karta,par,dva para,tris,"lestvica, kenta"
,,,,
barva,full house,poker,barvna lestvica,kraljeva lestvica
