0,1
,singular
nominative,gnój
accusative,gnój
genitive,gnojá
dative,gnóju
locative,gnóju
instrumental,gnójem
,singular
nominative,gnój
accusative,gnój
genitive,gnója
dative,gnóju
locative,gnóju
instrumental,gnójem
