0,1,2,3,4
singular,masculine,feminine,neuter,
nominative,bijel,bijela,bijelo,
genitive,bijela,bijele,bijela,
dative,bijelu,bijeloj,bijelu,
accusative,inanimateanimate,bijelbijela,bijelu,bijelo
vocative,bijel,bijela,bijelo,
locative,bijelu,bijeloj,bijelu,
instrumental,bijelim,bijelom,bijelim,
plural,masculine,feminine,neuter,
nominative,bijeli,bijele,bijela,
genitive,bijelih,bijelih,bijelih,
dative,bijelim(a),bijelim(a),bijelim(a),
accusative,bijele,bijele,bijela,
vocative,bijeli,bijele,bijela,
locative,bijelim(a),bijelim(a),bijelim(a),
instrumental,bijelim(a),bijelim(a),bijelim(a),
singular,masculine,feminine,neuter,
nominative,bijeli,bijela,bijelo,
genitive,bijelog(a),bijele,bijelog(a),
dative,bijelom(u/e),bijeloj,bijelom(u/e),
accusative,inanimateanimate,bijelibijelog(a),bijelu,bijelo
vocative,bijeli,bijela,bijelo,
locative,bijelom(e/u),bijeloj,bijelom(e/u),
instrumental,bijelim,bijelom,bijelim,
plural,masculine,feminine,neuter,
nominative,bijeli,bijele,bijela,
genitive,bijelih,bijelih,bijelih,
dative,bijelim(a),bijelim(a),bijelim(a),
accusative,bijele,bijele,bijela,
vocative,bijeli,bijele,bijela,
locative,bijelim(a),bijelim(a),bijelim(a),
instrumental,bijelim(a),bijelim(a),bijelim(a),
singular,masculine,feminine,neuter,
nominative,bjelji,bjelja,bjelje,
genitive,bjeljeg(a),bjelje,bjeljeg(a),
dative,bjeljem(u),bjeljoj,bjeljem(u),
accusative,inanimateanimate,bjeljibjeljeg(a),bjelju,bjelje
vocative,bjelji,bjelja,bjelje,
locative,bjeljem(u),bjeljoj,bjeljem(u),
instrumental,bjeljim,bjeljom,bjeljim,
plural,masculine,feminine,neuter,
nominative,bjelji,bjelje,bjelja,
genitive,bjeljih,bjeljih,bjeljih,
dative,bjeljim(a),bjeljim(a),bjeljim(a),
accusative,bjelje,bjelje,bjelja,
vocative,bjelji,bjelje,bjelja,
locative,bjeljim(a),bjeljim(a),bjeljim(a),
instrumental,bjeljim(a),bjeljim(a),bjeljim(a),
singular,masculine,feminine,neuter,
nominative,najbjelji,najbjelja,najbjelje,
genitive,najbjeljeg(a),najbjelje,najbjeljeg(a),
dative,najbjeljem(u),najbjeljoj,najbjeljem(u),
accusative,inanimateanimate,najbjeljinajbjeljeg(a),najbjelju,najbjelje
vocative,najbjelji,najbjelja,najbjelje,
locative,najbjeljem(u),najbjeljoj,najbjeljem(u),
instrumental,najbjeljim,najbjeljom,najbjeljim,
plural,masculine,feminine,neuter,
nominative,najbjelji,najbjelje,najbjelja,
genitive,najbjeljih,najbjeljih,najbjeljih,
dative,najbjeljim(a),najbjeljim(a),najbjeljim(a),
accusative,najbjelje,najbjelje,najbjelja,
vocative,najbjelji,najbjelje,najbjelja,
locative,najbjeljim(a),najbjeljim(a),najbjeljim(a),
instrumental,najbjeljim(a),najbjeljim(a),najbjeljim(a),
Colors in Serbo-Croatian · boje / боје (layout · text),,,,
"crven, rumenцрвен, румен",zelenзелен,žutжут,žutжут,"bijel, beoбијел, бео"
?,ljubičast (magenta)љубичаст (магента),tirkizanтиркизан,zelenзелен,"ružičast, rozaружичаст, роза"
modar (indigo)модар (индиго),modarмодар,"narandžast, narančastнаранџаст, наранчаст","siv, sinjiсив, сињи",ljubičastљубичаст
crnцрн,ljubičastљубичаст,"smeđ, braonсмеђ, браон",plavплав,tirkizan (cijan)тиркизан (цијан)
