0,1
,singular
nominative,вар
genitive,вара
dative,вару
accusative,вар
vocative,вару
locative,вару
instrumental,варом
,singular
nominative,вар
genitive,вари
dative,вари
accusative,вар
vocative,вари
locative,вари
instrumental,вари/варју
