0,1,2,3
,singular,,
,indef.,def.,noun
nominative,ein,das,Gotisch
genitive,eines,des,Gotisch
dative,einem,dem,Gotisch
accusative,ein,das,Gotisch
ablative,das,,
vocative,das,,
,singular,,
,indef.,def.,noun
nominative,ein,das,Gotisch
genitive,eines,des,Gotischs
dative,einem,dem,Gotisch
accusative,ein,das,Gotisch
ablative,das,,
vocative,das,,
,singular,,
,indef.,def.,noun
nominative,eine,die,Gotisch
genitive,einer,der,Gotisch
dative,einer,der,Gotisch
accusative,eine,die,Gotisch
ablative,die,,
vocative,die,,
