0,1,2,3,4,5,6,7
Picture dictionary,,,,,,,
,,,,,,,
Huhn  Kuh  Ziege  Pferd  Schwein  Schaf,Huhn  Kuh  Ziege  Pferd  Schwein  Schaf,Huhn,Kuh,Ziege,Pferd,Schwein,Schaf
Huhn  Kuh  Ziege  Pferd  Schwein  Schaf,Huhn,Kuh,Ziege,Pferd,Schwein,Schaf,
Huhn,,,,,,,
Kuh,,,,,,,
Ziege,,,,,,,
Pferd,,,,,,,
Schwein,,,,,,,
Schaf,,,,,,,
Huhn  Kuh  Ziege  Pferd  Schwein  Schaf,Huhn,Kuh,Ziege,Pferd,Schwein,Schaf,
Huhn,,,,,,,
Kuh,,,,,,,
Ziege,,,,,,,
Pferd,,,,,,,
Schwein,,,,,,,
Schaf,,,,,,,
Huhn,,,,,,,
Kuh,,,,,,,
Ziege,,,,,,,
Pferd,,,,,,,
Schwein,,,,,,,
Schaf,,,,,,,
Audio,,(file),,,,,
,singular,plural,,,,,
,indef.,def.,noun,def.,noun,,
nominative,ein,das,Nutztier,die,Nutztiere,,
genitive,eines,des,Nutztiers,der,Nutztiere,,
dative,einem,dem,Nutztier,den,Nutztieren,,
accusative,ein,das,Nutztier,die,Nutztiere,,
