0,1,2,3,4,5,6
Picture dictionary,,,,,,
,,,,,,
Arm  Bein  Flügel  Ast  Bogen,Arm  Bein  Flügel  Ast  Bogen,Arm,Bein,Flügel,Ast,Bogen
Arm  Bein  Flügel  Ast  Bogen,Arm,Bein,Flügel,Ast,Bogen,
Arm,,,,,,
Bein,,,,,,
Flügel,,,,,,
Ast,,,,,,
Bogen,,,,,,
Arm  Bein  Flügel  Ast  Bogen,Arm,Bein,Flügel,Ast,Bogen,
Arm,,,,,,
Bein,,,,,,
Flügel,,,,,,
Ast,,,,,,
Bogen,,,,,,
Arm,,,,,,
Bein,,,,,,
Flügel,,,,,,
Ast,,,,,,
Bogen,,,,,,
,singular,plural,,,,
,indef.,def.,noun,def.,noun,
nominative,ein,das,Glied,die,Glieder,
genitive,eines,des,"Gliedes,Glieds",der,Glieder,
dative,einem,dem,"Glied, Gliede1",den,Gliedern,
accusative,ein,das,Glied,die,Glieder,
