0,1,2,3,4,5
infinitive,auserlesen,,,,
present participle,auserlesend,,,,
past participle,auserlesen,,,,
auxiliary,haben,,,,
zu-infinitive,auszuerlesen,,,,
,indicative,,subjunctive,,
present,ich erlese aus,wir erlesen aus,i,ich erlese aus,wir erlesen aus
du erliest aus,ihr erlest aus,du erlesest aus,ihr erleset aus,,
er erliest aus,sie erlesen aus,er erlese aus,sie erlesen aus,,
,,,,,
preterite,ich erlas aus,wir erlasen aus,ii,ich erläse aus,wir erläsen aus
du erlast aus,ihr erlast aus,du erläsest aus,ihr erläset aus,,
er erlas aus,sie erlasen aus,er erläse aus,sie erläsen aus,,
,,,,,
imperative,erlies aus (du),erlest aus (ihr),,,
,indicative,,subjunctive,,
present,dass ich auserlese,dass wir auserlesen,i,dass ich auserlese,dass wir auserlesen
dass du auserliest,dass ihr auserlest,dass du auserlesest,dass ihr auserleset,,
dass er auserliest,dass sie auserlesen,dass er auserlese,dass sie auserlesen,,
,,,,,
preterite,dass ich auserlas,dass wir auserlasen,ii,dass ich auserläse,dass wir auserläsen
dass du auserlast,dass ihr auserlast,dass du auserläsest,dass ihr auserläset,,
dass er auserlas,dass sie auserlasen,dass er auserläse,dass sie auserläsen,,
perfect,,,,,
indicative,ich habe auserlesen,wir haben auserlesen,subjunctive,ich habe auserlesen,wir haben auserlesen
du hast auserlesen,ihr habt auserlesen,du habest auserlesen,ihr habet auserlesen,,
er hat auserlesen,sie haben auserlesen,er habe auserlesen,sie haben auserlesen,,
pluperfect,,,,,
indicative,ich hatte auserlesen,wir hatten auserlesen,subjunctive,ich hätte auserlesen,wir hätten auserlesen
du hattest auserlesen,ihr hattet auserlesen,du hättest auserlesen,ihr hättet auserlesen,,
er hatte auserlesen,sie hatten auserlesen,er hätte auserlesen,sie hätten auserlesen,,
future i,,,,,
infinitive,auserlesen werden,subjunctive i,ich werde auserlesen,wir werden auserlesen,
du werdest auserlesen,ihr werdet auserlesen,,,,
er werde auserlesen,sie werden auserlesen,,,,
,,,,,
indicative,ich werde auserlesen,wir werden auserlesen,subjunctive ii,ich würde auserlesen,wir würden auserlesen
du wirst auserlesen,ihr werdet auserlesen,du würdest auserlesen,ihr würdet auserlesen,,
er wird auserlesen,sie werden auserlesen,er würde auserlesen,sie würden auserlesen,,
future ii,,,,,
infinitive,auserlesen haben werden,subjunctive i,ich werde auserlesen haben,wir werden auserlesen haben,
du werdest auserlesen haben,ihr werdet auserlesen haben,,,,
er werde auserlesen haben,sie werden auserlesen haben,,,,
,,,,,
indicative,ich werde auserlesen haben,wir werden auserlesen haben,subjunctive ii,ich würde auserlesen haben,wir würden auserlesen haben
du wirst auserlesen haben,ihr werdet auserlesen haben,du würdest auserlesen haben,ihr würdet auserlesen haben,,
er wird auserlesen haben,sie werden auserlesen haben,er würde auserlesen haben,sie würden auserlesen haben,,
aussortieren  auswählen,,erlesen  erwählen,,küren  selektieren,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist auserlesen,sie ist auserlesen,es ist auserlesen,sie sind auserlesen,
strong declension (without article),nominative,auserlesener,auserlesene,auserlesenes,auserlesene
genitive,auserlesenen,auserlesener,auserlesenen,auserlesener,
dative,auserlesenem,auserlesener,auserlesenem,auserlesenen,
accusative,auserlesenen,auserlesene,auserlesenes,auserlesene,
weak declension (with definite article),nominative,der auserlesene,die auserlesene,das auserlesene,die auserlesenen
genitive,des auserlesenen,der auserlesenen,des auserlesenen,der auserlesenen,
