0,1,2,3,4,5
dative,dem auserlesenen,der auserlesenen,dem auserlesenen,den auserlesenen,
accusative,den auserlesenen,die auserlesene,das auserlesene,die auserlesenen,
mixed declension (with indefinite article),nominative,ein auserlesener,eine auserlesene,ein auserlesenes,(keine) auserlesenen
genitive,eines auserlesenen,einer auserlesenen,eines auserlesenen,(keiner) auserlesenen,
dative,einem auserlesenen,einer auserlesenen,einem auserlesenen,(keinen) auserlesenen,
accusative,einen auserlesenen,eine auserlesene,ein auserlesenes,(keine) auserlesenen,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist auserlesener,sie ist auserlesener,es ist auserlesener,sie sind auserlesener,
strong declension (without article),nominative,auserlesenerer,auserlesenere,auserleseneres,auserlesenere
genitive,auserleseneren,auserlesenerer,auserleseneren,auserlesenerer,
dative,auserlesenerem,auserlesenerer,auserlesenerem,auserleseneren,
accusative,auserleseneren,auserlesenere,auserleseneres,auserlesenere,
weak declension (with definite article),nominative,der auserlesenere,die auserlesenere,das auserlesenere,die auserleseneren
genitive,des auserleseneren,der auserleseneren,des auserleseneren,der auserleseneren,
dative,dem auserleseneren,der auserleseneren,dem auserleseneren,den auserleseneren,
accusative,den auserleseneren,die auserlesenere,das auserlesenere,die auserleseneren,
mixed declension (with indefinite article),nominative,ein auserlesenerer,eine auserlesenere,ein auserleseneres,(keine) auserleseneren
genitive,eines auserleseneren,einer auserleseneren,eines auserleseneren,(keiner) auserleseneren,
dative,einem auserleseneren,einer auserleseneren,einem auserleseneren,(keinen) auserleseneren,
accusative,einen auserleseneren,eine auserlesenere,ein auserleseneres,(keine) auserleseneren,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist am auserlesensten,sie ist am auserlesensten,es ist am auserlesensten,sie sind am auserlesensten,
strong declension (without article),nominative,auserlesenster,auserlesenste,auserlesenstes,auserlesenste
genitive,auserlesensten,auserlesenster,auserlesensten,auserlesenster,
dative,auserlesenstem,auserlesenster,auserlesenstem,auserlesensten,
accusative,auserlesensten,auserlesenste,auserlesenstes,auserlesenste,
weak declension (with definite article),nominative,der auserlesenste,die auserlesenste,das auserlesenste,die auserlesensten
genitive,des auserlesensten,der auserlesensten,des auserlesensten,der auserlesensten,
dative,dem auserlesensten,der auserlesensten,dem auserlesensten,den auserlesensten,
accusative,den auserlesensten,die auserlesenste,das auserlesenste,die auserlesensten,
mixed declension (with indefinite article),nominative,ein auserlesenster,eine auserlesenste,ein auserlesenstes,(keine) auserlesensten
genitive,eines auserlesensten,einer auserlesensten,eines auserlesensten,(keiner) auserlesensten,
dative,einem auserlesensten,einer auserlesensten,einem auserlesensten,(keinen) auserlesensten,
accusative,einen auserlesensten,eine auserlesenste,ein auserlesenstes,(keine) auserlesensten,
