0,1,2,3,4,5,6
audio,,(file),,,,
"Armenhaus ‎(“poorhouse”)  Atriumhaus  Backhaus  Badehaus  Badhaus  Bankhaus  Bauernhaus  Baumhaus  Blockhaus  Bürgerhaus ‎(“manor house, mansion”)  Doppelhaus  Eierkühlhaus  Einfamilienhaus  Einfamilienwohnhaus  Einküchenhaus  Fachwerkhaus  Familienhaus",,"Ferienhaus  Fertighaus ‎(“prefabricated building”)  Freudenhaus ‎(“brothel”)  Gästehaus  Gasthaus ‎(“restaurant, inn”)  Geesthardenhaus  Gemeindebackhaus  Gemeindehaus  Gewandhaus  Grubenhaus  Gulfhaus  Hallenhaus  Herrenhaus ‎(“manor house”)  Hochhaus ‎(“high-rise building”)  Judenhaus  Jugendgästehaus  Kaffeehaus ‎(“coffeehouse”)",,"Kapitelhaus  Kaufhaus ‎(“department store”)  Kesselhaus  Krankenhaus ‎(“hospital”)  Lagerhaus ‎(“storehouse, warehouse”)  Landhaus  Leichenhaus ‎(“morgue, mortuary”)  Leihhaus  Mehrfamilienhaus ‎(“multifamily house”)  Mehrfamilienwohnhaus  Nullenergiehaus  Nurdachhaus  Parkhaus ‎(“parking garage, multi-storey car park”)  Pfandhaus ‎(“pawn shop”)  Pfarrhaus ‎(“manse, parsonage, etc.”)  Plusenergiehaus  Pressehaus",,Reihenhaus ‎(“terraced house”)  Schneckenhaus ‎(“snail shell”)  Siechenhaus  Siedlungshaus  Ständehaus  Taubenhaus ‎(“dovecote”)  Teehaus ‎(“tea house”)  Waffenhaus  Waisenhaus ‎(“orphanage”)  Wiekhaus  Wochenendhaus  Wohnhaus  Wohnstallhaus  Zeughaus  Zollhaus  Zweifamilienhaus  Zwerchhaus
Haus-,,,,,,
hausartig  hausbacken,,hauseigen  hausförmig,,hausgebacken  hausgemacht ‎(“homemade”),,haushoch  hausierend
nachhause,,zuhause,,,,
"Armenhaus ‎(“poorhouse”)  Atriumhaus  Backhaus  Badehaus  Badhaus  Bankhaus  Bauernhaus  Baumhaus  Blockhaus  Bürgerhaus ‎(“manor house, mansion”)  Doppelhaus  Eierkühlhaus  Einfamilienhaus  Einfamilienwohnhaus  Einküchenhaus  Fachwerkhaus  Familienhaus  Ferienhaus  Fertighaus ‎(“prefabricated building”)  Freudenhaus ‎(“brothel”)  Gästehaus  Gasthaus ‎(“restaurant, inn”)  Geesthardenhaus  Gemeindebackhaus  Gemeindehaus  Gewandhaus  Grubenhaus  Gulfhaus  Hallenhaus  Hausagentur  Hausaltar  Hausammer ‎(“Emberiza striolata sahari”)  Hausampfer ‎(“Rumex longifolius”)  Hausandacht  Hausangestellte  Hausangestellter  Hausanschluss  Hausanschlusskasten  Hausanschlussleitung  Hausanschlusssicherung  Hausanteil  Hausanzug  Hausapotheke  Hausapothekenschrank  Hausarbeit ‎(“housework; homework”)  Hausarbeitsraum  Hausarme  Hausarmer  Hausarrest ‎(“house arrest”)  Hausarznei  Hausarzt ‎(“family doctor”)  Hausärztin ‎(“female family doctor”)  Hausarztmodell  Hausarztpraxis  Hausaufgabe ‎(“homework assignment”)  Hausaufgabenbetreuer  Hausaufgabenbetreuerin  Hausaufgabenbetreuung  Hausaufgabenheft  Hausautor  Hausautorin  Hausball  Hausbank  Hausbar  Hausbau  Hausbedarf  Hausbedienstete  Hausbediensteter  Hausbeleuchtung  Hausberg  Hausbeschallungsanlage  Hausbesetzer ‎(“squatter”)  Hausbesetzerin ‎(“female squatter”)  Hausbesetzung ‎(“squatting; squat”)  Hausbesitzer  Hausbesitzerin  Hausbesitz  Hausbesorger  Hausbesorgerin  Hausbesuch  Hausbewirtschaftung  Hausbewohner  Hausbewohnerin  Hausbibliothek  Hausbock ‎(“Hylotrupes bajulus”)  Hausboot  Hausbrand  Hausbrandkohle  Hausbrandversicherung  Hausbrauerei  Hausbrauer  Hausbräuer  Hausbuch  Hausbuchmeister  Hausbuchmeisterin  Hausbulle  Hauscommunion (Haus-Communion)  Hausdach  Hausdame  Hausdiener  Hausdienerin  Hausdienst  Hausdienstleistung  Hausdorffdimension  Hausdorff-Dimension  Hausdorff-Young-Ungleichung  Hausdrache  Hausdrachen  Hausdurchsuchung ‎(“house search”)  Hausecke  Hauseigentümer  Hauseigentümerin  Hauseigentümerversicherung  Hauseigentum  Hauseingang  Hauselektriker  Hauselektrikerin  Hauself  Hausentbindung  Hausentchen  Hausente  Hausenterich  Hausentwässerungsanschluss  Hausentwässerungsleitung  Hauser  Hauserin  Hausesel  Hauseselin  Hausfassade  Hausfeuer  Hausflur  Hausfrauenart",,"Hausfrauenaugen  Hausfrauenschlampe  Hausfrauentum  Hausfrau ‎(“housewife”)  hausfraulich  Hausfraulichkeit  Hausfreund  Hausfreundin  Hausfriede  Hausfrieden  Hausfriedensbruch  Hausfront  Hausfüllen  Hausfundament  Hausganser  Hausgänserich  Hausgans ‎(“Anser anser domestica”)  Hausganter  Hausganterich  Hausgarten  Hausgärtner  Hausgärtnerin  Hausgast  Hausgästin  Hausgebrauch  Hausgeburt  Hausgeflügel  Hausgehilfe  Hausgehilfin  Hausgeist  Hausgeistliche  Hausgeistlicher  Hausgeld  Hausgemeinde  Hausgemeinschaft  Hausgenosse  Hausgenossin  Hausgerät  Hausgesetz  Hausgesinde (Das Hausgesinde, Brüder Grimm)  Hausgimpel ‎(“Carpodacus mexicanus”)  Hausglocke  Hausgott  Hausgöttin  Hausgrille ‎(“Acheta domestica”)  Hausgrundstück  Hausgruppe  Haushahn  Haushalten  Haushalter  Haushälter  Haushalterin  Haushälterin  haushälterisch  Haushalterschaft  Haushälterschaft  Haushaltgegenstand  Haushalt ‎(“household; budget”)  Haushaltskeramik  Haushaltslampe  Haushaltsloch  Haushaltsmesser  Hausheft  Hausheilige  Hausheiliger  Haushengst  Haushenne  Hausherr  Hausherrin  Haushilfe  Haushofmeisteramt  Haushofmeisterei-Buchhalter  Haushofmeisterei-Buchhalterin  Haushofmeisterei  Haushofmeister  Haushofmeisterin  Haushuhn ‎(“Gallus gallus domesticus”)  Haushund  Haushündin  Hausieren  Hausiererei  Hausierer  Hausiererin  Hausiererin sein  Hausierer sein  Hausierhandel  Hausierhändler  Hausierhändlerin  Hausierschein  Hausindustrie  Hausinstallation ‎(“domestic electrical wiring”)  hausintern  Hausjacke  Hauskanal  Hauskaninchen  Hauskapelle  Hauskaplan  Hauskaplänin  Hauskarnickel  Hauskater  Hauskätzchen  Hauskatze ‎(“Felis catus, Felis silvestris catus”)  Hauskätzin  Hauskätzlein  Hauskätzli  Hauskäufer  Hauskäuferin  Hauskauf  Hauskirche  Hauskirchenbewegung  Hausklamotte  Hauskleid  Hauskleidung  Hausknecht  Hausknechtin  Hauskommunion  Haus-Kommunion  Hauskreis  Hauskuh  Hauskult  Hauslaube  Hauslehrer  Hauslehrerin  Hausleinen  Hausleittechnik  Hauslicht  Häusli  hauslos  Hauslosigkeit  Hausluftfrachtbriefe (Haus-Luftfrachtbriefe)  Hausluftfrachtbrief (Haus-Luftfrachtbrief)  Hausmacher-Blutwurst (Hausmacherblutwurst)",,"Hausmacher-  Hausmacherküche  Hausmacherqualität  Hausmacht  Hausmädchen  Hausmakler  Hausmaklerin  Hausmalerei  Hausmann ‎(“househusband”)  Hausmannskost  Hausmantel  Hausmarke  Hausmarschall  Hausmarschallin  Hausmauer  Hausmäuserich  Hausmaus ‎(“Mus musculus”)  Hausmeerschweinchen ‎(“Cavia porcellus”)  Hausmeier  Hausmeierin  Hausmeisterdienst  Hausmeistergarten  Hausmeister ‎(“janitor”)  Hausmeisterin  hausmeisterlich  Hausmeisterraum  Hausmesse  Hausmiete  Hausmieter  Hausmieterin  Hausmilbe ‎(“Glycyphagus domesticus”)  Hausmitteilung  Hausmittel  Hausmöbel  Hausmobiliar  Hausmotte ‎(“Plodia interpunctella”)  Hausmüll  Hausmüllsortierung  Hausmusik  Hausmutter  Hausmutter ‎(“Noctua pronuba”)  Hausname  Hausneger  Hausnegerin  Hausnummer  Hausnummerierung  Hausnummernschilder  Hausnummernschild  Hausnutzung  Hausoberer  Hausobererin  Hausoberin  Hausoffizier  Hausoffizierin  Hausordnung  Hausorgel  Hausorthografie  Hauspartei  Hausparty ‎(“house party”)  Hauspersonal  Hauspferd  Hauspflege  Hauspfleger  Hauspflegerin  Hauspost  Hauspostille  Hauspreisblase  Hauspreis  Hausputzer  Hausputzerin  Hausputz  Hausrat  Hausratsversicherung  Hausratversicherung  Hausregie  Hausregisseur  Hausregisseurin  Hausrezept  Hausrezeptur  Hausrind ‎(“Bos primigenius taurus”)  Hausrock  Hausrotschwanz ‎(“Phoenicurus ochruros”)  Hausruf  Haussafe  Haussammlung  Hausschaf ‎(“Ovis aries, Ovis orientalis aries”)  Hausschatz  Hausschlachterei  Hausschlachtung  Hausschlange  Hausschlüssel  Hausschrift  Hausschuh ‎(“slipper”)  Hausschuhsocke  Hausschwalbe  Hausschwalbenfloh, Ceratophyllus hirundinis  Hausschwamm  Hausschwein ‎(“Sus scrofa domestica”)  Hausschweinschädel  Haussegen  Haussegler ‎(“Apus affinis”)  Haussklave  Haussklavin  Haussohn  Hausspatz ‎(“Passer domesticus”)  Haussperling ‎(“Passer domesticus”)  Hausspinne ‎(“Tegenaria domestica”)  Haus-Spitzmausbeutelratte ‎(“Monodelphis domestica”)  Hausspitzmaus ‎(“Crocidura russula”)  Hausstand  Hausstauballergie  Hausstaub  Hausstaubmilbe  Hausstechmücke ‎(“Culex pipiens, syn.: Culex pipiens pipiens”)  Hausstier (Haus-Stier)  Hausstute  Haussuche  Haussuchung  Haussuchungsbefehl  Haustafel  Haustarifvertrag  Haustaube ‎(“Columba livia domestica”)  Haustauber  Haustäuber  Haustauberich  Haustäuberich  Haustäubin  Haustausch  Haustechniker  Haustechnikerin  Haustechnik  Haustechnikraum",,"Haustelefon  Haustelephon  Haustierallergiker  Haustierallergikerin  Haustierart  Haustier-Autor  Haustier-Autorin  Haustierbesitzer  Haustierbesitzerin  haustierfreundlich  Haustierfreundlichkeit  Haustierfutter  Haustier ‎(“pet”)  Haustiergesundheit  Haustierhalter  Haustierhalterin  Haustierhaltung  Haustiermörder  Haustiermörderin  Haustiermord  Haustierpflege  Haustierpfleger  Haustierpflegerin  Haustierprodukt  Haustierversicherung  Haustierwerdung  Haustochter  Haustor  Haustüraktion  Haustür ‎(“front door; doorstep, threshold”)  Haustürgeschäft  Haustürschlüssel  Haustürverkäufer  Haustürverkäuferin  Haustürverkauf  Haustyrann  Haustyrannin  Hausübung  Hausumbau  Hausunterricht  Hausvater  Hausväterliteratur  Hausverbot  Hausverdrahtung  Hausverkäufer  Hausverkäuferin  Hausverkauf  Hausverkleidung  Hausversicherung  Hausverstand  Hausvertreter  Hausvertreterin  Hausverwalter  Hausverwalterin  Hausverwaltung  Haus-Vogelbeere  Hausvogelbeere ‎(“Sorbus domestica, Cormus”)  Hausvorsteher  Hausvorsteherin  Hausvorteil  Hauswand  Hauswanze ‎(“Cimex lectularius”)  Hauswärme  Hauswärmepumpe  Hauswart  Hauswartin  Hauswartsfrau  Hauswein  Hauswesen  Hauswimperspitzmaus ‎(“Crocidura russula”)  Hauswinkelspinne ‎(“Tegenaria domestica”)  Hauswirt ‎(“landlord”)  Hauswirtin  Hauswirtschafter  Hauswirtschafterin  Hauswirtschaft  hauswirtschaftlich  Hauswirtschaftslehre  Hauswirtschaftslehrer  Hauswirtschaftslehrerin  Hauswirtschaftsraum  Hauswirt und Mieter  Hauswurz  Hausyak ‎(“Bos mutus grunniens”)  Hauszaunkönig ‎(“Troglodytes aedon”)  Hauszeitschrift  Hauszeitung  Hauszelt  Hausziege ‎(“Capra aegagrus hircus”)  Hauszustellung  Hauszwetschge  Hauszwetschke  Hauszwiebel  Herrenhaus ‎(“manor house”)  Hochhaus ‎(“high-rise building”)  Judenhaus  Jugendgästehaus  Kaffeehaus ‎(“coffeehouse”)  Kapitelhaus  Kaufhaus ‎(“department store”)  Kesselhaus  Krankenhaus ‎(“hospital”)  Lagerhaus ‎(“storehouse, warehouse”)  Landhaus  Leichenhaus ‎(“morgue, mortuary”)  Leihhaus  Mehrfamilienhaus ‎(“multifamily house”)  Mehrfamilienwohnhaus  Nullenergiehaus  Nurdachhaus  Parkhaus ‎(“parking garage, multi-storey car park”)  Pfandhaus ‎(“pawn shop”)  Pfarrhaus ‎(“manse, parsonage, etc.”)  Plusenergiehaus  Pressehaus  Reihenhaus ‎(“terraced house”)  Schneckenhaus ‎(“snail shell”)  Siechenhaus  Siedlungshaus  Ständehaus  Taubenhaus ‎(“dovecote”)  Teehaus ‎(“tea house”)  Waffenhaus  Waisenhaus ‎(“orphanage”)  Wiekhaus  Wochenendhaus  Wohnhaus  Wohnstallhaus  Zeughaus  Zollhaus  Zweifamilienhaus  Zwerchhaus"
"hausend  hausen ‎(“to dwell, reside”)",,haushaltend  haushalten,,hausierend  hausieren,,hausierte  hausiert
Gashausanschluss  Gas-Hausanschluss,,Grundstücks- und Hausbesitz  Haus-zu-Haus-Verkauf,,Haus zu verkaufen  Haus zu verpachten,,Wohnhausbrand
,singular,plural,,,,
,indef.,def.,noun,def.,noun,
