0,1,2,3,4,5
audio (Austria),,(file),,,
Audio,,(file),,,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist dunkel,sie ist dunkel,es ist dunkel,sie sind dunkel,
strong declension (without article),nominative,dunkler,dunkle,dunkles,dunkle
genitive,dunklen,dunkler,dunklen,dunkler,
dative,dunklem,dunkler,dunklem,dunklen,
accusative,dunklen,dunkle,dunkles,dunkle,
weak declension (with definite article),nominative,der dunkle,die dunkle,das dunkle,die dunklen
genitive,des dunklen,der dunklen,des dunklen,der dunklen,
dative,dem dunklen,der dunklen,dem dunklen,den dunklen,
accusative,den dunklen,die dunkle,das dunkle,die dunklen,
mixed declension (with indefinite article),nominative,ein dunkler,eine dunkle,ein dunkles,(keine) dunklen
genitive,eines dunklen,einer dunklen,eines dunklen,(keiner) dunklen,
dative,einem dunklen,einer dunklen,einem dunklen,(keinen) dunklen,
accusative,einen dunklen,eine dunkle,ein dunkles,(keine) dunklen,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist dunkler,sie ist dunkler,es ist dunkler,sie sind dunkler,
strong declension (without article),nominative,dunklerer,dunklere,dunkleres,dunklere
genitive,dunkleren,dunklerer,dunkleren,dunklerer,
dative,dunklerem,dunklerer,dunklerem,dunkleren,
accusative,dunkleren,dunklere,dunkleres,dunklere,
weak declension (with definite article),nominative,der dunklere,die dunklere,das dunklere,die dunkleren
genitive,des dunkleren,der dunkleren,des dunkleren,der dunkleren,
dative,dem dunkleren,der dunkleren,dem dunkleren,den dunkleren,
accusative,den dunkleren,die dunklere,das dunklere,die dunkleren,
mixed declension (with indefinite article),nominative,ein dunklerer,eine dunklere,ein dunkleres,(keine) dunkleren
genitive,eines dunkleren,einer dunkleren,eines dunkleren,(keiner) dunkleren,
dative,einem dunkleren,einer dunkleren,einem dunkleren,(keinen) dunkleren,
accusative,einen dunkleren,eine dunklere,ein dunkleres,(keine) dunkleren,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist am dunkelsten,sie ist am dunkelsten,es ist am dunkelsten,sie sind am dunkelsten,
strong declension (without article),nominative,dunkelster,dunkelste,dunkelstes,dunkelste
genitive,dunkelsten,dunkelster,dunkelsten,dunkelster,
dative,dunkelstem,dunkelster,dunkelstem,dunkelsten,
accusative,dunkelsten,dunkelste,dunkelstes,dunkelste,
weak declension (with definite article),nominative,der dunkelste,die dunkelste,das dunkelste,die dunkelsten
genitive,des dunkelsten,der dunkelsten,des dunkelsten,der dunkelsten,
dative,dem dunkelsten,der dunkelsten,dem dunkelsten,den dunkelsten,
accusative,den dunkelsten,die dunkelste,das dunkelste,die dunkelsten,
mixed declension (with indefinite article),nominative,ein dunkelster,eine dunkelste,ein dunkelstes,(keine) dunkelsten
genitive,eines dunkelsten,einer dunkelsten,eines dunkelsten,(keiner) dunkelsten,
dative,einem dunkelsten,einer dunkelsten,einem dunkelsten,(keinen) dunkelsten,
accusative,einen dunkelsten,eine dunkelste,ein dunkelstes,(keine) dunkelsten,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist dunkel,sie ist dunkel,es ist dunkel,sie sind dunkel,
strong declension (without article),nominative,dunkeler,dunkele,dunkeles,dunkele
genitive,dunkelen,dunkeler,dunkelen,dunkeler,
dative,dunkelem,dunkeler,dunkelem,dunkelen,
accusative,dunkelen,dunkele,dunkeles,dunkele,
weak declension (with definite article),nominative,der dunkele,die dunkele,das dunkele,die dunkelen
genitive,des dunkelen,der dunkelen,des dunkelen,der dunkelen,
dative,dem dunkelen,der dunkelen,dem dunkelen,den dunkelen,
accusative,den dunkelen,die dunkele,das dunkele,die dunkelen,
mixed declension (with indefinite article),nominative,ein dunkeler,eine dunkele,ein dunkeles,(keine) dunkelen
genitive,eines dunkelen,einer dunkelen,eines dunkelen,(keiner) dunkelen,
dative,einem dunkelen,einer dunkelen,einem dunkelen,(keinen) dunkelen,
accusative,einen dunkelen,eine dunkele,ein dunkeles,(keine) dunkelen,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist dunkeler,sie ist dunkeler,es ist dunkeler,sie sind dunkeler,
strong declension (without article),nominative,dunkelerer,dunkelere,dunkeleres,dunkelere
genitive,dunkeleren,dunkelerer,dunkeleren,dunkelerer,
dative,dunkelerem,dunkelerer,dunkelerem,dunkeleren,
accusative,dunkeleren,dunkelere,dunkeleres,dunkelere,
weak declension (with definite article),nominative,der dunkelere,die dunkelere,das dunkelere,die dunkeleren
genitive,des dunkeleren,der dunkeleren,des dunkeleren,der dunkeleren,
dative,dem dunkeleren,der dunkeleren,dem dunkeleren,den dunkeleren,
accusative,den dunkeleren,die dunkelere,das dunkelere,die dunkeleren,
mixed declension (with indefinite article),nominative,ein dunkelerer,eine dunkelere,ein dunkeleres,(keine) dunkeleren
genitive,eines dunkeleren,einer dunkeleren,eines dunkeleren,(keiner) dunkeleren,
dative,einem dunkeleren,einer dunkeleren,einem dunkeleren,(keinen) dunkeleren,
accusative,einen dunkeleren,eine dunkelere,ein dunkeleres,(keine) dunkeleren,
Dunkelheit  Dunkelkammer,,dunkeln  Dunkelziffer,,,
