0,1,2,3,4,5
Picture dictionary,,,,,
rot orange gelb grün blau violett schwarz braun grau weiß,,,,,
Click on labels in the image,Click on labels in the image,,,,
Click on labels in the image,,,,,
Click on labels in the image,,,,,
audio,,(file),,,
,singular,plural,,,
,indef.,def.,noun,def.,noun
nominative,eine,die,Farbe,die,Farben
genitive,einer,der,Farbe,der,Farben
dative,einer,der,Farbe,den,Farben
accusative,eine,die,Farbe,die,Farben
Colors in German · Farben (layout · text),,,,,
Rot,Grün,Gelb,Creme,Weiß,
Purpur,Magenta,?,?,Rosa,
Indigo,Blau,Orange,Grau,Violett,
Schwarz,Purpur,Braun,Azurblau,Cyan,
