0,1,2,3,4
Plain Infinitive,spîgen,,,
Full Infinitive (Gerund),tô spîgene or tô spîgende,,,
Verbal Noun,spîgen or spîgent,,,
Participles,Imperatives,,,
Present,spîgende,2nd Person Singular,spîch,
Past,gespēgen,2nd Person Plural,spîget,
,Indicative,Subjunctive,,
Present,Preterite,Present,Preterite,
1st Person Singular,spîge,spêch,spîge,spēge
2nd Person Singular,spîgest or spîchst,spēgest,spîgest,spēgest
3rd Person Singular,spîget or spîcht,spêch,spîget,spēge
Plural,spîgen (spîget¹),spēgen,spîgen,spēgen
Plain Infinitive,spîgen,,,
Full Infinitive (Gerund),tô spîgene or tô spîgende,,,
Verbal Noun,spîgen or spîgent,,,
Participles,Imperatives,,,
Present,spîgende,2nd Person Singular,spîge,
Past,gespîget,2nd Person Plural,spîget,
,Indicative,Subjunctive,,
Present,Preterite,Present,Preterite,
1st Person Singular,spîge,spîgede,spîge,spîgede
2nd Person Singular,spîgest,spîgedest,spîgest,spîgedest
3rd Person Singular,spîget,spîgede,spîget,spîgede
Plural,spîgen (spîget¹),spîgeden,spîgen,spîgeden
