0,1,2,3,4,5
infinitive,aussenden,,,,
present participle,aussendend,,,,
past participle,ausgesendet,,,,
auxiliary,haben,,,,
zu-infinitive,auszusenden,,,,
,indicative,,subjunctive,,
present,ich sende aus,wir senden aus,i,ich sende aus,wir senden aus
du sendest aus,ihr sendet aus,du sendest aus,ihr sendet aus,,
er sendet aus,sie senden aus,er sende aus,sie senden aus,,
,,,,,
preterite,ich sendete aus,wir sendeten aus,ii,ich sendete aus,wir sendeten aus
du sendetest aus,ihr sendetet aus,du sendetest aus,ihr sendetet aus,,
er sendete aus,sie sendeten aus,er sendete aus,sie sendeten aus,,
,,,,,
imperative,sende aus (du),sendet aus (ihr),,,
,indicative,,subjunctive,,
present,dass ich aussende,dass wir aussenden,i,dass ich aussende,dass wir aussenden
dass du aussendest,dass ihr aussendet,dass du aussendest,dass ihr aussendet,,
dass er aussendet,dass sie aussenden,dass er aussende,dass sie aussenden,,
,,,,,
preterite,dass ich aussendete,dass wir aussendeten,ii,dass ich aussendete,dass wir aussendeten
dass du aussendetest,dass ihr aussendetet,dass du aussendetest,dass ihr aussendetet,,
dass er aussendete,dass sie aussendeten,dass er aussendete,dass sie aussendeten,,
perfect,,,,,
indicative,ich habe ausgesendet,wir haben ausgesendet,subjunctive,ich habe ausgesendet,wir haben ausgesendet
du hast ausgesendet,ihr habt ausgesendet,du habest ausgesendet,ihr habet ausgesendet,,
er hat ausgesendet,sie haben ausgesendet,er habe ausgesendet,sie haben ausgesendet,,
pluperfect,,,,,
indicative,ich hatte ausgesendet,wir hatten ausgesendet,subjunctive,ich hätte ausgesendet,wir hätten ausgesendet
du hattest ausgesendet,ihr hattet ausgesendet,du hättest ausgesendet,ihr hättet ausgesendet,,
er hatte ausgesendet,sie hatten ausgesendet,er hätte ausgesendet,sie hätten ausgesendet,,
future i,,,,,
infinitive,aussenden werden,subjunctive i,ich werde aussenden,wir werden aussenden,
du werdest aussenden,ihr werdet aussenden,,,,
er werde aussenden,sie werden aussenden,,,,
,,,,,
indicative,ich werde aussenden,wir werden aussenden,subjunctive ii,ich würde aussenden,wir würden aussenden
du wirst aussenden,ihr werdet aussenden,du würdest aussenden,ihr würdet aussenden,,
er wird aussenden,sie werden aussenden,er würde aussenden,sie würden aussenden,,
future ii,,,,,
infinitive,ausgesendet haben werden,subjunctive i,ich werde ausgesendet haben,wir werden ausgesendet haben,
du werdest ausgesendet haben,ihr werdet ausgesendet haben,,,,
er werde ausgesendet haben,sie werden ausgesendet haben,,,,
,,,,,
indicative,ich werde ausgesendet haben,wir werden ausgesendet haben,subjunctive ii,ich würde ausgesendet haben,wir würden ausgesendet haben
du wirst ausgesendet haben,ihr werdet ausgesendet haben,du würdest ausgesendet haben,ihr würdet ausgesendet haben,,
er wird ausgesendet haben,sie werden ausgesendet haben,er würde ausgesendet haben,sie würden ausgesendet haben,,
infinitive,aussenden,,,,
present participle,aussendend,,,,
past participle,ausgesandt,,,,
auxiliary,haben,,,,
zu-infinitive,,,,,
,indicative,,subjunctive,,
present,ich sende aus,wir senden aus,i,ich sende aus,wir senden aus
du sendest aus,ihr sendet aus,du sendest aus,ihr sendet aus,,
er sendet aus,sie senden aus,er sende aus,sie senden aus,,
,,,,,
preterite,ich sandte aus,wir sandten aus,ii,ich sandte aus,wir sandten aus
du sandtest aus,ihr sandtet aus,du sandtest aus,ihr sandtet aus,,
er sandte aus,sie sandten aus,er sandte aus,sie sandten aus,,
,,,,,
imperative,sende aus (du),sendet aus (ihr),,,
,indicative,,subjunctive,,
present,dass ich aussende,dass wir aussenden,i,dass ich aussende,dass wir aussenden
dass du aussendest,dass ihr aussendet,dass du aussendest,dass ihr aussendet,,
dass er aussendet,dass sie aussenden,dass er aussende,dass sie aussenden,,
,,,,,
preterite,dass ich aussandte,dass wir aussandten,ii,dass ich aussandte,dass wir aussandten
dass du aussandtest,dass ihr aussandtet,dass du aussandtest,dass ihr aussandtet,,
dass er aussandte,dass sie aussandten,dass er aussandte,dass sie aussandten,,
perfect,,,,,
indicative,ich habe ausgesandt,wir haben ausgesandt,subjunctive,ich habe ausgesandt,wir haben ausgesandt
du hast ausgesandt,ihr habt ausgesandt,du habest ausgesandt,ihr habet ausgesandt,,
er hat ausgesandt,sie haben ausgesandt,er habe ausgesandt,sie haben ausgesandt,,
pluperfect,,,,,
indicative,ich hatte ausgesandt,wir hatten ausgesandt,subjunctive,ich hätte ausgesandt,wir hätten ausgesandt
du hattest ausgesandt,ihr hattet ausgesandt,du hättest ausgesandt,ihr hättet ausgesandt,,
er hatte ausgesandt,sie hatten ausgesandt,er hätte ausgesandt,sie hätten ausgesandt,,
future i,,,,,
infinitive,aussenden werden,subjunctive i,ich werde aussenden,wir werden aussenden,
du werdest aussenden,ihr werdet aussenden,,,,
er werde aussenden,sie werden aussenden,,,,
,,,,,
indicative,ich werde aussenden,wir werden aussenden,subjunctive ii,ich würde aussenden,wir würden aussenden
du wirst aussenden,ihr werdet aussenden,du würdest aussenden,ihr würdet aussenden,,
er wird aussenden,sie werden aussenden,er würde aussenden,sie würden aussenden,,
future ii,,,,,
