0,1,2,3,4,5
audio (Germany),,(file),,,
audio (Austria),,(file),,,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist frisch,sie ist frisch,es ist frisch,sie sind frisch,
strong declension (without article),nominative,frischer,frische,frisches,frische
genitive,frischen,frischer,frischen,frischer,
dative,frischem,frischer,frischem,frischen,
accusative,frischen,frische,frisches,frische,
weak declension (with definite article),nominative,der frische,die frische,das frische,die frischen
genitive,des frischen,der frischen,des frischen,der frischen,
dative,dem frischen,der frischen,dem frischen,den frischen,
accusative,den frischen,die frische,das frische,die frischen,
mixed declension (with indefinite article),nominative,ein frischer,eine frische,ein frisches,(keine) frischen
genitive,eines frischen,einer frischen,eines frischen,(keiner) frischen,
dative,einem frischen,einer frischen,einem frischen,(keinen) frischen,
accusative,einen frischen,eine frische,ein frisches,(keine) frischen,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist frischer,sie ist frischer,es ist frischer,sie sind frischer,
strong declension (without article),nominative,frischerer,frischere,frischeres,frischere
genitive,frischeren,frischerer,frischeren,frischerer,
dative,frischerem,frischerer,frischerem,frischeren,
accusative,frischeren,frischere,frischeres,frischere,
weak declension (with definite article),nominative,der frischere,die frischere,das frischere,die frischeren
genitive,des frischeren,der frischeren,des frischeren,der frischeren,
dative,dem frischeren,der frischeren,dem frischeren,den frischeren,
accusative,den frischeren,die frischere,das frischere,die frischeren,
mixed declension (with indefinite article),nominative,ein frischerer,eine frischere,ein frischeres,(keine) frischeren
genitive,eines frischeren,einer frischeren,eines frischeren,(keiner) frischeren,
dative,einem frischeren,einer frischeren,einem frischeren,(keinen) frischeren,
accusative,einen frischeren,eine frischere,ein frischeres,(keine) frischeren,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist am frischsten,sie ist am frischsten,es ist am frischsten,sie sind am frischsten,
strong declension (without article),nominative,frischster,frischste,frischstes,frischste
genitive,frischsten,frischster,frischsten,frischster,
dative,frischstem,frischster,frischstem,frischsten,
accusative,frischsten,frischste,frischstes,frischste,
weak declension (with definite article),nominative,der frischste,die frischste,das frischste,die frischsten
genitive,des frischsten,der frischsten,des frischsten,der frischsten,
dative,dem frischsten,der frischsten,dem frischsten,den frischsten,
accusative,den frischsten,die frischste,das frischste,die frischsten,
mixed declension (with indefinite article),nominative,ein frischster,eine frischste,ein frischstes,(keine) frischsten
genitive,eines frischsten,einer frischsten,eines frischsten,(keiner) frischsten,
dative,einem frischsten,einer frischsten,einem frischsten,(keinen) frischsten,
accusative,einen frischsten,eine frischste,ein frischstes,(keine) frischsten,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist am frischesten,sie ist am frischesten,es ist am frischesten,sie sind am frischesten,
strong declension (without article),nominative,frischester,frischeste,frischestes,frischeste
genitive,frischesten,frischester,frischesten,frischester,
dative,frischestem,frischester,frischestem,frischesten,
accusative,frischesten,frischeste,frischestes,frischeste,
weak declension (with definite article),nominative,der frischeste,die frischeste,das frischeste,die frischesten
genitive,des frischesten,der frischesten,des frischesten,der frischesten,
dative,dem frischesten,der frischesten,dem frischesten,den frischesten,
accusative,den frischesten,die frischeste,das frischeste,die frischesten,
mixed declension (with indefinite article),nominative,ein frischester,eine frischeste,ein frischestes,(keine) frischesten
genitive,eines frischesten,einer frischesten,eines frischesten,(keiner) frischesten,
dative,einem frischesten,einer frischesten,einem frischesten,(keinen) frischesten,
accusative,einen frischesten,eine frischeste,ein frischestes,(keine) frischesten,
