0,1,2,3,4,5,6,7,8
Picture dictionary,,,,,,,,
,,,,,,,,
Vogel,Vogel,Vogel,,,,,,
Vogel,Vogel,,,,,,,
Vogel,,,,,,,,
Bussard  Kondor  Adler  Falke  Habicht  Eule  Geier,Bussard  Kondor  Adler  Falke  Habicht  Eule  Geier,Bussard,Kondor,Adler,Falke,Habicht,Eule,Geier
Bussard  Kondor  Adler  Falke  Habicht  Eule  Geier,Bussard,Kondor,Adler,Falke,Habicht,Eule,Geier,
Bussard,,,,,,,,
Kondor,,,,,,,,
Adler,,,,,,,,
Falke,,,,,,,,
Habicht,,,,,,,,
Eule,,,,,,,,
Geier,,,,,,,,
Vogel,Vogel,,,,,,,
Vogel,,,,,,,,
Vogel,,,,,,,,
Bussard  Kondor  Adler  Falke  Habicht  Eule  Geier,Bussard,Kondor,Adler,Falke,Habicht,Eule,Geier,
Bussard,,,,,,,,
Kondor,,,,,,,,
Adler,,,,,,,,
Falke,,,,,,,,
Habicht,,,,,,,,
Eule,,,,,,,,
Geier,,,,,,,,
Bussard,,,,,,,,
Kondor,,,,,,,,
Adler,,,,,,,,
Falke,,,,,,,,
Habicht,,,,,,,,
Eule,,,,,,,,
Geier,,,,,,,,
audio,,(file),,,,,,
,singular,plural,,,,,,
,indef.,def.,noun,def.,noun,,,
nominative,ein,der,Greifvogel,die,Greifvögel,,,
genitive,eines,des,Greifvogels,der,Greifvögel,,,
dative,einem,dem,Greifvogel,den,Greifvögeln,,,
accusative,einen,den,Greifvogel,die,Greifvögel,,,
