0,1,2,3,4,5
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist überwachsen,sie ist überwachsen,es ist überwachsen,sie sind überwachsen,
strong declension (without article),nominative,überwachsener,überwachsene,überwachsenes,überwachsene
genitive,überwachsenen,überwachsener,überwachsenen,überwachsener,
dative,überwachsenem,überwachsener,überwachsenem,überwachsenen,
accusative,überwachsenen,überwachsene,überwachsenes,überwachsene,
weak declension (with definite article),nominative,der überwachsene,die überwachsene,das überwachsene,die überwachsenen
genitive,des überwachsenen,der überwachsenen,des überwachsenen,der überwachsenen,
dative,dem überwachsenen,der überwachsenen,dem überwachsenen,den überwachsenen,
accusative,den überwachsenen,die überwachsene,das überwachsene,die überwachsenen,
mixed declension (with indefinite article),nominative,ein überwachsener,eine überwachsene,ein überwachsenes,(keine) überwachsenen
genitive,eines überwachsenen,einer überwachsenen,eines überwachsenen,(keiner) überwachsenen,
dative,einem überwachsenen,einer überwachsenen,einem überwachsenen,(keinen) überwachsenen,
accusative,einen überwachsenen,eine überwachsene,ein überwachsenes,(keine) überwachsenen,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist überwachsener,sie ist überwachsener,es ist überwachsener,sie sind überwachsener,
strong declension (without article),nominative,überwachsenerer,überwachsenere,überwachseneres,überwachsenere
genitive,überwachseneren,überwachsenerer,überwachseneren,überwachsenerer,
dative,überwachsenerem,überwachsenerer,überwachsenerem,überwachseneren,
accusative,überwachseneren,überwachsenere,überwachseneres,überwachsenere,
weak declension (with definite article),nominative,der überwachsenere,die überwachsenere,das überwachsenere,die überwachseneren
genitive,des überwachseneren,der überwachseneren,des überwachseneren,der überwachseneren,
dative,dem überwachseneren,der überwachseneren,dem überwachseneren,den überwachseneren,
accusative,den überwachseneren,die überwachsenere,das überwachsenere,die überwachseneren,
mixed declension (with indefinite article),nominative,ein überwachsenerer,eine überwachsenere,ein überwachseneres,(keine) überwachseneren
genitive,eines überwachseneren,einer überwachseneren,eines überwachseneren,(keiner) überwachseneren,
dative,einem überwachseneren,einer überwachseneren,einem überwachseneren,(keinen) überwachseneren,
accusative,einen überwachseneren,eine überwachsenere,ein überwachseneres,(keine) überwachseneren,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist am überwachsensten,sie ist am überwachsensten,es ist am überwachsensten,sie sind am überwachsensten,
strong declension (without article),nominative,überwachsenster,überwachsenste,überwachsenstes,überwachsenste
genitive,überwachsensten,überwachsenster,überwachsensten,überwachsenster,
dative,überwachsenstem,überwachsenster,überwachsenstem,überwachsensten,
accusative,überwachsensten,überwachsenste,überwachsenstes,überwachsenste,
weak declension (with definite article),nominative,der überwachsenste,die überwachsenste,das überwachsenste,die überwachsensten
genitive,des überwachsensten,der überwachsensten,des überwachsensten,der überwachsensten,
dative,dem überwachsensten,der überwachsensten,dem überwachsensten,den überwachsensten,
accusative,den überwachsensten,die überwachsenste,das überwachsenste,die überwachsensten,
mixed declension (with indefinite article),nominative,ein überwachsenster,eine überwachsenste,ein überwachsenstes,(keine) überwachsensten
genitive,eines überwachsensten,einer überwachsensten,eines überwachsensten,(keiner) überwachsensten,
