0,1,2,3,4,5
dative,einem überwachsensten,einer überwachsensten,einem überwachsensten,(keinen) überwachsensten,
accusative,einen überwachsensten,eine überwachsenste,ein überwachsenstes,(keine) überwachsensten,
infinitive,überwachsen,,,,
present participle,überwachsend,,,,
past participle,überwachsen,,,,
auxiliary,sein,,,,
,indicative,,subjunctive,,
present,ich überwachse,wir überwachsen,i,ich überwachse,wir überwachsen
du überwächst,ihr überwachst,du überwachsest,ihr überwachset,,
er überwächst,sie überwachsen,er überwachse,sie überwachsen,,
,,,,,
preterite,ich überwuchs,wir überwuchsen,ii,ich überwüchse,wir überwüchsen
du überwuchst,ihr überwuchst,du überwüchsest,ihr überwüchset,,
er überwuchs,sie überwuchsen,er überwüchse,sie überwüchsen,,
,,,,,
imperative,überwachs (du)überwachse (du),überwachst (ihr),,,
perfect,,,,,
indicative,ich bin überwachsen,wir sind überwachsen,subjunctive,ich sei überwachsen,wir seien überwachsen
du bist überwachsen,ihr seid überwachsen,du seist überwachsen,ihr seiet überwachsen,,
er ist überwachsen,sie sind überwachsen,er sei überwachsen,sie seien überwachsen,,
pluperfect,,,,,
indicative,ich war überwachsen,wir waren überwachsen,subjunctive,ich wäre überwachsen,wir wären überwachsen
du warst überwachsen,ihr wart überwachsen,du wärst überwachsen,ihr wärt überwachsen,,
er war überwachsen,sie waren überwachsen,er wäre überwachsen,sie wären überwachsen,,
future i,,,,,
infinitive,überwachsen werden,subjunctive i,ich werde überwachsen,wir werden überwachsen,
du werdest überwachsen,ihr werdet überwachsen,,,,
er werde überwachsen,sie werden überwachsen,,,,
,,,,,
indicative,ich werde überwachsen,wir werden überwachsen,subjunctive ii,ich würde überwachsen,wir würden überwachsen
du wirst überwachsen,ihr werdet überwachsen,du würdest überwachsen,ihr würdet überwachsen,,
er wird überwachsen,sie werden überwachsen,er würde überwachsen,sie würden überwachsen,,
future ii,,,,,
infinitive,überwachsen sein werden,subjunctive i,ich werde überwachsen sein,wir werden überwachsen sein,
du werdest überwachsen sein,ihr werdet überwachsen sein,,,,
er werde überwachsen sein,sie werden überwachsen sein,,,,
,,,,,
indicative,ich werde überwachsen sein,wir werden überwachsen sein,subjunctive ii,ich würde überwachsen sein,wir würden überwachsen sein
du wirst überwachsen sein,ihr werdet überwachsen sein,du würdest überwachsen sein,ihr würdet überwachsen sein,,
er wird überwachsen sein,sie werden überwachsen sein,er würde überwachsen sein,sie würden überwachsen sein,,
