0,1,2,3,4,5
infinitive,enpfinden,,,,
present participle,enpfindende,,,,
past participle,enpfunden,,,,
,indicative,,subjunctive,,
present,ich enpfinde,wir enpfinden,i,ich enpfinde,wir enpfinden
du enpfindest,ir enpfindet,du enpfindest,ir enpfindet,,
ër enpfindet,sie enpfindent,ër enpfindet,sie enpfinden,,
,,,,,
preterite,ich enpfand,wir enpfunden,ii,ich enpfünde,wir enpfünden
du enpfünde,ir enpfundet,du enpfündest,ir enpfündet,,
ër enpfand,sie enpfunden,ër enpfünde,sie enpfünden,,
,,,,,
imperative,enpfind (du),enpfinden (wir),enpfindet (ir),,
