0,1,2,3,4,5
PIE root,,,,,
*ǵʰelh₃-,,,,,
audio,,(file),,,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist gelb,sie ist gelb,es ist gelb,sie sind gelb,
strong declension (without article),nominative,gelber,gelbe,gelbes,gelbe
genitive,gelben,gelber,gelben,gelber,
dative,gelbem,gelber,gelbem,gelben,
accusative,gelben,gelbe,gelbes,gelbe,
weak declension (with definite article),nominative,der gelbe,die gelbe,das gelbe,die gelben
genitive,des gelben,der gelben,des gelben,der gelben,
dative,dem gelben,der gelben,dem gelben,den gelben,
accusative,den gelben,die gelbe,das gelbe,die gelben,
mixed declension (with indefinite article),nominative,ein gelber,eine gelbe,ein gelbes,(keine) gelben
genitive,eines gelben,einer gelben,eines gelben,(keiner) gelben,
dative,einem gelben,einer gelben,einem gelben,(keinen) gelben,
accusative,einen gelben,eine gelbe,ein gelbes,(keine) gelben,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist gelber,sie ist gelber,es ist gelber,sie sind gelber,
strong declension (without article),nominative,gelberer,gelbere,gelberes,gelbere
genitive,gelberen,gelberer,gelberen,gelberer,
dative,gelberem,gelberer,gelberem,gelberen,
accusative,gelberen,gelbere,gelberes,gelbere,
weak declension (with definite article),nominative,der gelbere,die gelbere,das gelbere,die gelberen
genitive,des gelberen,der gelberen,des gelberen,der gelberen,
dative,dem gelberen,der gelberen,dem gelberen,den gelberen,
accusative,den gelberen,die gelbere,das gelbere,die gelberen,
mixed declension (with indefinite article),nominative,ein gelberer,eine gelbere,ein gelberes,(keine) gelberen
genitive,eines gelberen,einer gelberen,eines gelberen,(keiner) gelberen,
dative,einem gelberen,einer gelberen,einem gelberen,(keinen) gelberen,
accusative,einen gelberen,eine gelbere,ein gelberes,(keine) gelberen,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist am gelbsten,sie ist am gelbsten,es ist am gelbsten,sie sind am gelbsten,
strong declension (without article),nominative,gelbster,gelbste,gelbstes,gelbste
genitive,gelbsten,gelbster,gelbsten,gelbster,
dative,gelbstem,gelbster,gelbstem,gelbsten,
accusative,gelbsten,gelbste,gelbstes,gelbste,
weak declension (with definite article),nominative,der gelbste,die gelbste,das gelbste,die gelbsten
genitive,des gelbsten,der gelbsten,des gelbsten,der gelbsten,
dative,dem gelbsten,der gelbsten,dem gelbsten,den gelbsten,
accusative,den gelbsten,die gelbste,das gelbste,die gelbsten,
mixed declension (with indefinite article),nominative,ein gelbster,eine gelbste,ein gelbstes,(keine) gelbsten
genitive,eines gelbsten,einer gelbsten,eines gelbsten,(keiner) gelbsten,
dative,einem gelbsten,einer gelbsten,einem gelbsten,(keinen) gelbsten,
accusative,einen gelbsten,eine gelbste,ein gelbstes,(keine) gelbsten,
