0,1,2,3,4,5,6
"Inflection of geeni (Kotus type 5/risti, no gradation)",,,,,,
nominative,geeni,geenit,,,,
genitive,geenin,geenien,,,,
partitive,geeniä,geenejä,,,,
illative,geeniin,geeneihin,,,,
,singular,plural,,,,
nominative,geeni,geenit,,,,
accusative,nom.,geeni,geenit,,,
gen.,geenin,,,,,
genitive,geenin,geenien,,,,
partitive,geeniä,geenejä,,,,
inessive,geenissä,geeneissä,,,,
elative,geenistä,geeneistä,,,,
illative,geeniin,geeneihin,,,,
adessive,geenillä,geeneillä,,,,
ablative,geeniltä,geeneiltä,,,,
allative,geenille,geeneille,,,,
essive,geeninä,geeneinä,,,,
translative,geeniksi,geeneiksi,,,,
instructive,—,geenein,,,,
abessive,geenittä,geeneittä,,,,
comitative,—,geeneineen,,,,
geenistö  geneettinen  genetiikka,,genomi  genotyyppi,,,,
geeniekspressio  geenihoito  geeni-insinööri  geenikartoitus  geenikartta  geenikasetti  geenimanipulaatio  geenimuokattu  geenimutaatio,,geenimuunneltu  geenimuuntelu  geenimuutos  geenin hiljentäminen  geeninsiirto  geenipankki  geeniperhe  geeniperimä  geeniperintö,,geenipooli  geenipyssy  geenipääoma  geeniruoka  geenisiirto  geenitekniikka  geeniteknologia  geeniterapia  geenitesti  geenitutkija,,geenitutkimus  geenitykki  geenivarat  geenivirhe  geenivirta  muuntogeeninen  siirtogeeninen  syöpägeeni  transgeeninen  vastingeeni
