0,1,2,3
"Inflection of avanne (Kotus type 48/hame, nt-nn gradation)",,,
nominative,avanne,avanteet,
genitive,avanteen,avanteidenavanteitten,
partitive,avannetta,avanteita,
illative,avanteeseen,avanteisiinavanteihin,
,singular,plural,
nominative,avanne,avanteet,
accusative,nom.,avanne,avanteet
gen.,avanteen,,
genitive,avanteen,avanteidenavanteitten,
partitive,avannetta,avanteita,
inessive,avanteessa,avanteissa,
elative,avanteesta,avanteista,
illative,avanteeseen,avanteisiinavanteihin,
adessive,avanteella,avanteilla,
ablative,avanteelta,avanteilta,
allative,avanteelle,avanteille,
essive,avanteena,avanteina,
translative,avanteeksi,avanteiksi,
instructive,—,avantein,
abessive,avanteetta,avanteitta,
comitative,—,avanteineen,
mahalaukkuavanne  peräsuoliavanne,,suoliavanne  virtsa-avanne,
