0,1,2,3
"Inflection of tehtävä (Kotus type 10/koira, no gradation)",,,
nominative,tehtävä,tehtävät,
genitive,tehtävän,tehtävien,
partitive,tehtävää,tehtäviä,
illative,tehtävään,tehtäviin,
,singular,plural,
nominative,tehtävä,tehtävät,
accusative,nom.,tehtävä,tehtävät
gen.,tehtävän,,
genitive,tehtävän,tehtävientehtäväinrare,
partitive,tehtävää,tehtäviä,
inessive,tehtävässä,tehtävissä,
elative,tehtävästä,tehtävistä,
illative,tehtävään,tehtäviin,
adessive,tehtävällä,tehtävillä,
ablative,tehtävältä,tehtäviltä,
allative,tehtävälle,tehtäville,
essive,tehtävänä,tehtävinä,
translative,tehtäväksi,tehtäviksi,
instructive,—,tehtävin,
abessive,tehtävättä,tehtävittä,
comitative,—,tehtävineen,
"task, objective: päämäärä, tavoite  function, what something is used for: tarkoitus  function, situation, position: asema, paikka, työ, työpaikka  mission: kutsumus",,,
"Inflection of tehtävä (Kotus type 10/koira, no gradation)",,,
nominative,tehtävä,tehtävät,
genitive,tehtävän,tehtävien,
partitive,tehtävää,tehtäviä,
illative,tehtävään,tehtäviin,
,singular,plural,
nominative,tehtävä,tehtävät,
accusative,nom.,tehtävä,tehtävät
gen.,tehtävän,,
genitive,tehtävän,tehtävientehtäväinrare,
partitive,tehtävää,tehtäviä,
inessive,tehtävässä,tehtävissä,
elative,tehtävästä,tehtävistä,
illative,tehtävään,tehtäviin,
adessive,tehtävällä,tehtävillä,
ablative,tehtävältä,tehtäviltä,
allative,tehtävälle,tehtäville,
essive,tehtävänä,tehtävinä,
translative,tehtäväksi,tehtäviksi,
instructive,—,tehtävin,
abessive,tehtävättä,tehtävittä,
comitative,—,tehtävine,
