0,1,2,3,4
"Inflection of -mielinen (Kotus type 38/nainen, no gradation)",,,,
nominative,-mielinen,-mieliset,,
genitive,-mielisen,-mielisten-mielisien,,
partitive,-mielistä,-mielisiä,,
illative,-mieliseen,-mielisiin,,
,singular,plural,,
nominative,-mielinen,-mieliset,,
accusative,nom.,-mielinen,-mieliset,
gen.,-mielisen,,,
genitive,-mielisen,-mielisten-mielisien,,
partitive,-mielistä,-mielisiä,,
inessive,-mielisessä,-mielisissä,,
elative,-mielisestä,-mielisistä,,
illative,-mieliseen,-mielisiin,,
adessive,-mielisellä,-mielisillä,,
ablative,-mieliseltä,-mielisiltä,,
allative,-mieliselle,-mielisille,,
essive,-mielisenä,-mielisinä,,
translative,-mieliseksi,-mielisiksi,,
instructive,—,-mielisin,,
abessive,-mielisettä,-mielisittä,,
comitative,—,-mielisine,,
ahdasmielinen  avaramielinen  avomielinen  edistysmielinen  erimielinen  hajamielinen  hallitusmielinen  heikkomielinen  hellämielinen  hempeämielinen  hentomielinen  ilkeämielinen  ilomielinen  intomielinen  jakomielinen  jalomielinen  juhlamielinen  kademielinen  kaihomielinen  kaksimielinen,,kansallismielinen  kevytmielinen  kiihkeämielinen  kiihkomielinen  kristillismielinen  kuningasmielinen  lapsenmielinen  leikkimielinen  länsimielinen  maailmanmielinen  maallismielinen  matalamielinen  monimielinen  myötämielinen  nurjamielinen  oikeamielinen  pitkämielinen  raskasmielinen  ruotsinmielinen  samanmielinen,,suomenmielinen  surumielinen  synkkämielinen  syvämielinen  tylsämielinen  uhmamielinen  umpimielinen  uskonnollismielinen  uudistusmielinen  vajaamielinen  vakavamielinen  vapaamielinen  vastenmielinen  vihamielinen  vähämielinen  väärämielinen  yksimielinen  ylevämielinen  ylimielinen  ystävällismielinen
