0,1,2
noun case,singular,plural
nominative,mustaruuti,mustatruudit
genitive,mustanruudin,mustienruutien
partitive,mustaaruutia,mustiaruuteja
inessive,mustassaruudissa,mustissaruudeissa
elative,mustastaruudista,mustistaruudeista
illative,mustaanruutiin,mustiinruuteihin
adessive,mustallaruudilla,mustillaruudeilla
ablative,mustaltaruudilta,mustiltaruudeilta
allative,mustaanruutiin,mustilleruudeille
essive,mustanaruutina,mustinaruuteina
translative,mustaksiruudiksi,mustiksiruudeiksi
instructive,,mustinruudein
abessive,mustattaruuditta,mustittaruudeitta
comitative,,mustineruuteineen
