0,1,2,3
"Inflection of pohjoinen (Kotus type 38/nainen, no gradation)",,,
nominative,pohjoinen,pohjoiset,
genitive,pohjoisen,pohjoistenpohjoisien,
partitive,pohjoista,pohjoisia,
illative,pohjoiseen,pohjoisiin,
,singular,plural,
nominative,pohjoinen,pohjoiset,
accusative,nom.,pohjoinen,pohjoiset
gen.,pohjoisen,,
genitive,pohjoisen,pohjoistenpohjoisien,
partitive,pohjoista,pohjoisia,
inessive,pohjoisessa,pohjoisissa,
elative,pohjoisesta,pohjoisista,
illative,pohjoiseen,pohjoisiin,
adessive,pohjoisella,pohjoisilla,
ablative,pohjoiselta,pohjoisilta,
allative,pohjoiselle,pohjoisille,
essive,pohjoisena,pohjoisina,
translative,pohjoiseksi,pohjoisiksi,
instructive,—,pohjoisin,
abessive,pohjoisetta,pohjoisitta,
comitative,—,pohjoisineen,
luode,pohjoinen,koillinen,
länsi,,itä,
lounas,etelä,kaakko,
magneettinen pohjoinen  Pohjanmeri,,pohjois-  Pohjola,
"Inflection of pohjoinen (Kotus type 38/nainen, no gradation)",,,
nominative,pohjoinen,pohjoiset,
genitive,pohjoisen,pohjoistenpohjoisien,
partitive,pohjoista,pohjoisia,
illative,pohjoiseen,pohjoisiin,
,singular,plural,
nominative,pohjoinen,pohjoiset,
accusative,nom.,pohjoinen,pohjoiset
gen.,pohjoisen,,
genitive,pohjoisen,pohjoistenpohjoisien,
partitive,pohjoista,pohjoisia,
inessive,pohjoisessa,pohjoisissa,
elative,pohjoisesta,pohjoisista,
illative,pohjoiseen,pohjoisiin,
adessive,pohjoisella,pohjoisilla,
ablative,pohjoiselta,pohjoisilta,
allative,pohjoiselle,pohjoisille,
essive,pohjoisena,pohjoisina,
translative,pohjoiseksi,pohjoisiksi,
instructive,—,pohjoisin,
abessive,pohjoisetta,pohjoisitta,
comitative,—,pohjoisine,
