0,1,2,3,4,5,6
,singular,plural,,,,
nominative,ты́лtýl,тылы́tylý,,,,
genitive,ты́лаtýla,тыло́вtylóv,,,,
dative,ты́луtýlu,тыла́мtylám,,,,
accusative,ты́лtýl,тылы́tylý,,,,
instrumental,ты́ломtýlom,тыла́миtylámi,,,,
prepositional,ты́леtýle,тыла́хtyláx,,,,
partitive,ты́луtýlu,,,,,
locative,тылу́tylú,,,,,
Adjectives  тылово́й ‎(tylovój)  ты́льный ‎(týlʹnyj),,Adverbs  исты́лу ‎(istýlu)  сты́лу ‎(stýlu),,"Nouns  заты́лок m ‎(zatýlok), заты́лочек m ‎(zatýloček)  заты́лочный ‎(zatýločnyj)  наты́льник m ‎(natýlʹnik)  подзаты́льник m ‎(podzatýlʹnik)  поты́лица f ‎(potýlica)  тылови́к m ‎(tylovík)",,Verbs  обзаты́ливать impf ‎(obzatýlivatʹ)  обзаты́лить pf ‎(obzatýlitʹ)  оты́лить pf ‎(otýlitʹ)
