0,1,2,3,4
Audio,,(file),,
,singular,plural,,
nominative,рука́ruká,ру́киrúki,,
genitive,руки́rukí,ру́кrúk,,
dative,руке́ruké,рука́мrukám,,
accusative,ру́куrúku,ру́киrúki,,
instrumental,"руко́й, руко́юrukój, rukóju",рука́миrukámi,,
prepositional,руке́ruké,рука́хrukáx,,
,singular,plural,,
nominative,рука́ruká,ру́киrúki,,
genitive,руки́rukí,ру́къrúk,,
dative,рукѣ́rukě́,рука́мъrukám,,
accusative,ру́куrúku,ру́киrúki,,
instrumental,"руко́й, руко́юrukój, rukóju",рука́миrukámi,,
prepositional,рукѣ́rukě́,рука́хъrukáx,,
Adjectives with -ру́кий  безру́кий ‎(bezrúkij)  близору́кий ‎(blizorúkij)  близору́ко ‎(blizorúko)  близору́кость f ‎(blizorúkostʹ)  большеру́кий ‎(bolʹšerúkij)  двуру́кий ‎(dvurúkij)  длиннору́кий ‎(dlinnorúkij)  долгору́кий ‎(dolgorúkij)  голору́кий ‎(golorúkij)  короткору́кий ‎(korotkorúkij)  косору́кий ‎(kosorúkij)  косору́кость f ‎(kosorúkostʹ)  кривору́кий ‎(krivorúkij)  многору́кий ‎(mnogorúkij)  однору́кий ‎(odnorúkij)  стору́кий ‎(storúkij)  четверору́кий ‎(četverorúkij) Adjectives  двуру́чный ‎(dvurúčnyj)  нару́чный ‎(narúčnyj)  однору́чный ‎(odnorúčnyj)  подру́чный ‎(podrúčnyj)  рукотво́рный ‎(rukotvórnyj)  нерукотво́рный ‎(nerukotvórnyj)  ручно́й ‎(ručnój)  вручну́ю ‎(vručnúju)  рука́стый ‎(rukástyj)  рукоде́льный ‎(rukodélʹnyj)  рукопа́шный ‎(rukopášnyj)  врукопа́шную ‎(vrukopášnuju)  руководи́тельский ‎(rukovodítelʹskij)  своеру́чный ‎(svojerúčnyj),,собственнору́чный ‎(sobstvennorúčnyj)  собственнору́чно ‎(sobstvennorúčno)  сподру́чный ‎(spodrúčnyj)  несподру́чный ‎(nespodrúčnyj)  четырёхру́чный ‎(četyrjoxrúčnyj) Nouns  вруче́ние n ‎(vručénije)  двуру́шник m ‎(dvurúšnik)  зарука́вье n ‎(zarukávʹje)  на́ручни m pl ‎(náručni)  нару́чники m pl ‎(narúčniki)  подру́чник m ‎(podrúčnik)  пору́ка f ‎(porúka)  поруче́ние n ‎(poručénije)  по́ручень m ‎(póručenʹ)  пору́чик m ‎(porúčik)  рука́в m ‎(rukáv)  рука́вный ‎(rukávnyj)  безрука́вный ‎(bezrukávnyj)  безрука́вка f ‎(bezrukávka)  нарука́вный ‎(narukávnyj)  нарука́вник m ‎(narukávnik)  подрука́вный ‎(podrukávnyj)  рукави́ца f ‎(rukavíca)  рукави́чный ‎(rukavíčnyj)  рукоби́тье n ‎(rukobítʹje)  рукоблу́дие n ‎(rukoblúdije)  руководи́тель m ‎(rukovodítelʹ)  руководи́тельница f ‎(rukovodítelʹnica)  руково́дство n ‎(rukovódstvo)  рукоде́лие n ‎(rukodélije)  рукоде́льница f ‎(rukodélʹnica)  рукокры́лое n ‎(rukokrýloje)  рукокры́лые pl ‎(rukokrýlyje)  рукомо́йник m ‎(rukomójnik),,руконо́жка f ‎(rukonóžka)  рукоплеска́ния n pl ‎(rukopleskánija)  рукоположе́ние n ‎(rukopoložénije)  рукопожа́тие n ‎(rukopožátije)  ру́копись f ‎(rúkopisʹ)  рукопи́сный ‎(rukopísnyj)  рукоприкла́дство n ‎(rukoprikládstvo)  рукоя́тка f ‎(rukojátka)  рукоя́ть f ‎(rukojátʹ)  ру́чка f ‎(rúčka)  автору́чка f ‎(avtorúčka)  автору́чечный ‎(avtorúčečnyj)  белору́чка f ‎(belorúčka)  двуру́чка f ‎(dvurúčka)  ручни́к m ‎(ručník)  ручни́ст m ‎(ručníst)  ручни́ца f ‎(ručníca)  рушни́к m ‎(rušník)  рукописа́ние n ‎(rukopisánije)  рукопёрые pl ‎(rukopjóryje)  рукаводержа́тель m ‎(rukavoderžátelʹ)  руча́тельство n ‎(ručátelʹstvo) Shorten Nouns  военру́к m ‎(vojenrúk)  политру́к m ‎(politrúk)  сухору́чка f ‎(suxorúčka)  сухору́кий ‎(suxorúkij)  технору́к m ‎(texnorúk)  физру́к m ‎(fizrúk)  худру́к m ‎(xudrúk)
"imperfective  вруча́ть ‎(vručátʹ), выруча́ть ‎(vyručátʹ), (no equivalent)  (no equivalent)  поруча́ть ‎(poručátʹ)  прируча́ть ‎(priručátʹ)  прируча́ться ‎(priručátʹsja)  рукоблу́дничать ‎(rukoblúdničatʹ)  руководи́ть ‎(rukovodítʹ)  рукоде́льничать ‎(rukodélʹničatʹ)  рукоприкла́дствовать ‎(rukoprikládstvovatʹ)  рукоплеска́ть ‎(rukopleskátʹ)  руково́дствоваться ‎(rukovódstvovatʹsja)  руча́ться ‎(ručátʹsja)  рукополага́ть ‎(rukopolagátʹ)",,perfective  вручи́ть ‎(vručítʹ)  вы́ручить ‎(výručitʹ)  обезру́четь ‎(obezrúčetʹ)  обезру́чить ‎(obezrúčitʹ)  поручи́ть ‎(poručítʹ)  приручи́ть ‎(priručítʹ)  приручи́ться ‎(priručítʹsja)  (no equivalent)  поруководи́ть ‎(porukovodítʹ)  (no equivalent)  (no equivalent)  (no equivalent)  (no equivalent)  поручи́ться ‎(poručítʹsja)  рукоположи́ть ‎(rukopoložítʹ),,
