0,1
PIE root,
*h₁ed-,
,plural
nominative,я́слиjásli
genitive,я́слейjáslej
dative,я́слямjásljam
accusative,я́слиjásli
instrumental,я́слямиjásljami
prepositional,я́сляхjásljax
