0,1,2,3,4,5
PIE root,,,,,
*h₁rewdʰ-,,,,,
Audio,,(file),,,
,masculine,neuter,feminine,plural,
nominative,ры́жийrýžij,ры́жееrýžeje,ры́жаяrýžaja,ры́жиеrýžije,
genitive,ры́жегоrýževo,ры́жейrýžej,ры́жихrýžix,,
dative,ры́жемуrýžemu,ры́жейrýžej,ры́жимrýžim,,
accusative,animate,ры́жегоrýževo,ры́жееrýžeje,ры́жуюrýžuju,ры́жихrýžix
inanimate,ры́жийrýžij,ры́жиеrýžije,,,
instrumental,ры́жимrýžim,"ры́жей, ры́жеюrýžej, rýžeju",ры́жимиrýžimi,,
prepositional,ры́жемrýžem,ры́жейrýžej,ры́жихrýžix,,
,,,,,
short form,рыжryž,ры́жеrýže,рыжа́ryžá,ры́жиrýži,
,singular,plural,,,
nominative,ры́жийrýžij,ры́жиеrýžije,,,
genitive,ры́жегоrýževo,ры́жихrýžix,,,
dative,ры́жемуrýžemu,ры́жимrýžim,,,
accusative,ры́жегоrýževo,ры́жихrýžix,,,
instrumental,ры́жимrýžim,ры́жимиrýžimi,,,
prepositional,ры́жемrýžem,ры́жихrýžix,,,
