0,1,2
Audio,,(file)
,singular,plural
nominative,напа́стьnapástʹ,напа́стиnapásti
genitive,напа́стиnapásti,напа́стейnapástej
dative,напа́стиnapásti,напа́стямnapástjam
accusative,напа́стьnapástʹ,напа́стиnapásti
instrumental,напа́стьюnapástʹju,напа́стямиnapástjami
prepositional,напа́стиnapásti,напа́стяхnapástjax
perfective aspect,,
infinitive,напа́стьnapástʹ,
participles,present tense,past tense
active,—,напа́вшийnapávšij
passive,—,—
adverbial,—,"напа́вnapáv,напа́вшиnapávši"
,present tense,future tense
1st singular (я),—,нападу́napadú
2nd singular (ты),—,нападёшьnapadjóšʹ
3rd singular (он/она́/оно́),—,нападётnapadjót
1st plural (мы),—,нападёмnapadjóm
2nd plural (вы),—,нападётеnapadjóte
3rd plural (они́),—,нападу́тnapadút
imperative,singular,plural
,напади́napadí,напади́теnapadíte
past tense,singular,plural(мы/вы/они́)
masculine (я/ты/он),напа́лnapál,напа́лиnapáli
feminine (я/ты/она́),напа́лаnapála,
neuter (оно́),напа́лоnapálo,
