0,1
,singular
nominative,Госпо́дь△Gospódʹ△
genitive,Го́сподаGóspoda
dative,Го́сподуGóspodu
accusative,Го́сподаGóspoda
instrumental,Го́сподомGóspodom
prepositional,Го́сподеGóspode
vocative,Го́сподиGóspodi
,singular
nominative,Госпо́дь△Gospódʹ△
genitive,Го́сподаGóspoda
dative,Го́сподуGóspodu
accusative,Го́сподаGóspoda
instrumental,Го́сподомъGóspodom
prepositional,Го́сподѣGóspodě
vocative,Го́сподиGóspodi
