0,1,2
Audio,,(file)
imperfective aspect,,
infinitive,ши́тьšítʹ,
participles,present tense,past tense
active,шью́щийšʹjúščij,ши́вшийšívšij
passive,—,ши́тыйšítyj
adverbial,шья́šʹjá,"ши́вšív,ши́вшиšívši"
,present tense,future tense
1st singular (я),шью́šʹjú,бу́ду ши́тьbúdu šítʹ
2nd singular (ты),шьёшьšʹjóšʹ,бу́дешь ши́тьbúdešʹ šítʹ
3rd singular (он/она́/оно́),шьётšʹjót,бу́дет ши́тьbúdet šítʹ
1st plural (мы),шьёмšʹjóm,бу́дем ши́тьbúdem šítʹ
2nd plural (вы),шьётеšʹjóte,бу́дете ши́тьbúdete šítʹ
3rd plural (они́),шью́тšʹjút,бу́дут ши́тьbúdut šítʹ
imperative,singular,plural
,ше́йšéj,ше́йтеšéjte
past tense,singular,plural(мы/вы/они́)
masculine (я/ты/он),ши́лšíl,ши́лиšíli
feminine (я/ты/она́),ши́лаšíla,
neuter (оно́),ши́лоšílo,
imperfective  вшива́ть ‎(všivátʹ)  вышива́ть ‎(vyšivátʹ)  дошива́ть ‎(došivátʹ)  зашива́ть ‎(zašivátʹ)  зашива́ться ‎(zašivátʹsja)  исшива́ть ‎(isšivátʹ)  надшива́ть ‎(nadšivátʹ)  нашива́ть ‎(našivátʹ)  обшива́ть ‎(obšivátʹ)  обшива́ться ‎(obšivátʹsja)  отшива́ть ‎(otšivátʹ)  отшива́ться ‎(otšivátʹsja)  перешива́ть ‎(perešivátʹ)  подшива́ть ‎(podšivátʹ)  (no equivalent)  пришива́ть ‎(prišivátʹ)  прошива́ть ‎(prošivátʹ)  расшива́ть ‎(rasšivátʹ)  расшива́ться ‎(rasšivátʹsja)  сшива́ть ‎(sšivátʹ)  ушива́ть ‎(ušivátʹ)  ушива́ться ‎(ušivátʹsja),,perfective  вшить ‎(všitʹ)  вы́шить ‎(výšitʹ)  доши́ть ‎(došítʹ)  заши́ть ‎(zašítʹ)  заши́ться ‎(zašítʹsja)  исши́ть ‎(isšítʹ)  надши́ть ‎(nadšítʹ)  наши́ть ‎(našítʹ)  обши́ть ‎(obšítʹ)  обши́ться ‎(obšítʹsja)  отши́ть ‎(otšítʹ)  отши́ться ‎(otšítʹsja)  переши́ть ‎(perešítʹ)  подши́ть ‎(podšítʹ)  поши́ть ‎(pošítʹ)  приши́ть ‎(prišítʹ)  проши́ть ‎(prošítʹ)  расши́ть ‎(rasšítʹ)  расши́ться ‎(rasšítʹsja)  сшить ‎(sšitʹ)  уши́ть ‎(ušítʹ)  уши́ться ‎(ušítʹsja)
вшивание ‎(všivanije)  вышивание ‎(vyšivanije)  вы́шивка ‎(výšivka)  зашивание ‎(zašivanije)  нашивание ‎(našivanije)  нашивка ‎(našivka)  обшивание ‎(obšivanije)  обши́вка ‎(obšívka)  перешивание ‎(perešivanije),,перешивка ‎(perešivka)  пришивание ‎(prišivanije)  прошивание ‎(prošivanije)  проши́вка ‎(prošívka)  расшивание ‎(rasšivanije)  сшивание ‎(sšivanije)  ушивание ‎(ušivanije)  швец ‎(švec)  шве́йный ‎(švéjnyj)  швея́ ‎(švejá)  шитьё ‎(šitʹjó)
