0,1,2,3,4,5
PIE root,,,,,
*(s)keyd-,,,,,
Audio,,(file),,,
,masculine,neuter,feminine,plural,
nominative,чи́стыйčístyj,чи́стоеčístoje,чи́стаяčístaja,чи́стыеčístyje,
genitive,чи́стогоčístovo,чи́стойčístoj,чи́стыхčístyx,,
dative,чи́стомуčístomu,чи́стойčístoj,чи́стымčístym,,
accusative,animate,чи́стогоčístovo,чи́стоеčístoje,чи́стуюčístuju,чи́стыхčístyx
inanimate,чи́стыйčístyj,чи́стыеčístyje,,,
instrumental,чи́стымčístym,"чи́стой, чи́стоюčístoj, čístoju",чи́стымиčístymi,,
prepositional,чи́стомčístom,чи́стойčístoj,чи́стыхčístyx,,
,,,,,
short form,чистčist,чи́стоčísto,чиста́čistá,"чисты́, чи́стыčistý, čísty",
