0,1,2
Audio,,(file)
perfective aspect,,
infinitive,яви́тьjavítʹ,
participles,present tense,past tense
active,—,яви́вшийjavívšij
passive,—,я́вленныйjávlennyj
adverbial,—,"яви́вjavív,яви́вшиjavívši"
,present tense,future tense
1st singular (я),—,явлю́javljú
2nd singular (ты),—,я́вишьjávišʹ
3rd singular (он/она́/оно́),—,я́витjávit
1st plural (мы),—,я́вимjávim
2nd plural (вы),—,я́витеjávite
3rd plural (они́),—,я́вятjávjat
imperative,singular,plural
,яви́javí,яви́теjavíte
past tense,singular,plural(мы/вы/они́)
masculine (я/ты/он),яви́лjavíl,яви́лиjavíli
feminine (я/ты/она́),яви́лаjavíla,
neuter (оно́),яви́лоjavílo,
imperfective  явля́ться ‎(javljátʹsja)  вы́являть ‎(výjavljatʹ)  вы́являться ‎(výjavljatʹsja)  заявля́ть ‎(zajavljátʹ)  заявля́ться ‎(zajavljátʹsja)  изъявля́ть ‎(izʺjavljátʹ)  объявля́ть ‎(obʺjavljátʹ)  объявля́ться ‎(obʺjavljátʹsja)  появля́ться ‎(pojavljátʹsja)  предъявля́ть ‎(predʺjavljátʹ)  проявля́ть ‎(projavljátʹ)  проявля́ться ‎(projavljátʹsja),,perfective  яви́ться ‎(javítʹsja)  вы́явить ‎(výjavitʹ)  вы́явиться ‎(výjavitʹsja)  заяви́ть ‎(zajavítʹ)  заяви́ться ‎(zajavítʹsja)  изъяви́ть ‎(izʺjavítʹ)  объяви́ть ‎(obʺjavítʹ)  объяви́ться ‎(obʺjavítʹsja)  появи́ться ‎(pojavítʹsja)  предъяви́ть ‎(predʺjavítʹ)  прояви́ть ‎(projavítʹ)  прояви́ться ‎(projavítʹsja)
