0,1,2,3,4,5
PIE root,,,,,
*(s)ker-,,,,,
,masculine,neuter,feminine,plural,
nominative,чёрствыйčórstvyj,чёрствоеčórstvoje,чёрстваяčórstvaja,чёрствыеčórstvyje,
genitive,чёрствогоčórstvovo,чёрствойčórstvoj,чёрствыхčórstvyx,,
dative,чёрствомуčórstvomu,чёрствойčórstvoj,чёрствымčórstvym,,
accusative,animate,чёрствогоčórstvovo,чёрствоеčórstvoje,чёрствуюčórstvuju,чёрствыхčórstvyx
inanimate,чёрствыйčórstvyj,чёрствыеčórstvyje,,,
instrumental,чёрствымčórstvym,"чёрствой, чёрствоюčórstvoj, čórstvoju",чёрствымиčórstvymi,,
prepositional,чёрствомčórstvom,чёрствойčórstvoj,чёрствыхčórstvyx,,
,,,,,
short form,чёрствčórstv,чёрствоčórstvo,черства́čerstvá,"черствы́, чёрствыčerstvý, čórstvy",
