0,1,2,3,4,5,6
imperfective aspect,,,,,,
infinitive,кружи́тьсяkružítʹsja,,,,,
participles,present tense,past tense,,,,
active,кружа́щийсяkružáščijsja,кружи́вшийсяkružívšijsja,,,,
passive,—,—,,,,
adverbial,кружа́сьkružásʹ,кружи́вшисьkružívšisʹ,,,,
,present tense,future tense,,,,
1st singular (я),кружу́сьkružúsʹ,бу́ду кружи́тьсяbúdu kružítʹsja,,,,
2nd singular (ты),кру́жишьсяkrúžišʹsja,бу́дешь кружи́тьсяbúdešʹ kružítʹsja,,,,
3rd singular (он/она́/оно́),кру́житсяkrúžitsja,бу́дет кружи́тьсяbúdet kružítʹsja,,,,
1st plural (мы),кру́жимсяkrúžimsja,бу́дем кружи́тьсяbúdem kružítʹsja,,,,
2nd plural (вы),кру́житесьkrúžitesʹ,бу́дете кружи́тьсяbúdete kružítʹsja,,,,
3rd plural (они́),кру́жатсяkrúžatsja,бу́дут кружи́тьсяbúdut kružítʹsja,,,,
imperative,singular,plural,,,,
,кружи́сьkružísʹ,кружи́тесьkružítesʹ,,,,
past tense,singular,plural(мы/вы/они́),,,,
masculine (я/ты/он),кружи́лсяkružílsja,кружи́лисьkružílisʹ,,,,
feminine (я/ты/она́),кружи́ласьkružílasʹ,,,,,
neuter (оно́),кружи́лосьkružílosʹ,,,,,
imperfective aspect,,,,,,
infinitive,кружи́тьсяkružítʹsja,,,,,
participles,present tense,past tense,,,,
active,кружа́щийсяkružáščijsja,кружи́вшийсяkružívšijsja,,,,
passive,—,—,,,,
adverbial,кружа́сьkružásʹ,кружи́вшисьkružívšisʹ,,,,
,present tense,future tense,,,,
1st singular (я),кружу́сьkružúsʹ,бу́ду кружи́тьсяbúdu kružítʹsja,,,,
2nd singular (ты),кружи́шьсяkružíšʹsja,бу́дешь кружи́тьсяbúdešʹ kružítʹsja,,,,
3rd singular (он/она́/оно́),кружи́тсяkružítsja,бу́дет кружи́тьсяbúdet kružítʹsja,,,,
1st plural (мы),кружи́мсяkružímsja,бу́дем кружи́тьсяbúdem kružítʹsja,,,,
2nd plural (вы),кружи́тесьkružítesʹ,бу́дете кружи́тьсяbúdete kružítʹsja,,,,
3rd plural (они́),кружа́тсяkružátsja,бу́дут кружи́тьсяbúdut kružítʹsja,,,,
imperative,singular,plural,,,,
,кружи́сьkružísʹ,кружи́тесьkružítesʹ,,,,
past tense,singular,plural(мы/вы/они́),,,,
masculine (я/ты/он),кружи́лсяkružílsja,кружи́лисьkružílisʹ,,,,
feminine (я/ты/она́),кружи́ласьkružílasʹ,,,,,
neuter (оно́),кружи́лосьkružílosʹ,,,,,
Adjectives  круглосу́точный ‎(kruglosútočnyj)  кру́глый ‎(krúglyj),,Adverbs  круглосу́точно ‎(kruglosútočno),,Nouns  круг m ‎(krug)  круже́ние n ‎(kružénije)  кру́жево n ‎(krúževo),,Verbs  крути́ться impf ‎(krutítʹsja)  кружи́ть impf ‎(kružítʹ)  окружа́ть impf ‎(okružátʹ)
