0,1,2,3,4,5
,masculine,neuter,feminine,plural,
nominative,эмалиро́ванныйemaliróvannyj,эмалиро́ванноеemaliróvannoje,эмалиро́ваннаяemaliróvannaja,эмалиро́ванныеemaliróvannyje,
genitive,эмалиро́ванногоemaliróvannovo,эмалиро́ваннойemaliróvannoj,эмалиро́ванныхemaliróvannyx,,
dative,эмалиро́ванномуemaliróvannomu,эмалиро́ваннойemaliróvannoj,эмалиро́ваннымemaliróvannym,,
accusative,animate,эмалиро́ванногоemaliróvannovo,эмалиро́ванноеemaliróvannoje,эмалиро́ваннуюemaliróvannuju,эмалиро́ванныхemaliróvannyx
inanimate,эмалиро́ванныйemaliróvannyj,эмалиро́ванныеemaliróvannyje,,,
instrumental,эмалиро́ваннымemaliróvannym,"эмалиро́ванной, эмалиро́ванноюemaliróvannoj, emaliróvannoju",эмалиро́ваннымиemaliróvannymi,,
prepositional,эмалиро́ванномemaliróvannom,эмалиро́ваннойemaliróvannoj,эмалиро́ванныхemaliróvannyx,,
,,,,,
short form,эмалиро́ванemaliróvan,эмалиро́ваноemaliróvano,эмалиро́ванаemaliróvana,эмалиро́ваныemaliróvany,
,masculine,neuter,feminine,plural,
nominative,эмалиро́ванныйemaliróvannyj,эмалиро́ванноеemaliróvannoje,эмалиро́ваннаяemaliróvannaja,эмалиро́ванныеemaliróvannyje,
genitive,эмалиро́ванногоemaliróvannovo,эмалиро́ваннойemaliróvannoj,эмалиро́ванныхemaliróvannyx,,
dative,эмалиро́ванномуemaliróvannomu,эмалиро́ваннойemaliróvannoj,эмалиро́ваннымemaliróvannym,,
accusative,animate,эмалиро́ванногоemaliróvannovo,эмалиро́ванноеemaliróvannoje,эмалиро́ваннуюemaliróvannuju,эмалиро́ванныхemaliróvannyx
inanimate,эмалиро́ванныйemaliróvannyj,эмалиро́ванныеemaliróvannyje,,,
instrumental,эмалиро́ваннымemaliróvannym,"эмалиро́ванной, эмалиро́ванноюemaliróvannoj, emaliróvannoju",эмалиро́ваннымиemaliróvannymi,,
prepositional,эмалиро́ванномemaliróvannom,эмалиро́ваннойemaliróvannoj,эмалиро́ванныхemaliróvannyx,,
,,,,,
short form,эмалиро́ванemaliróvan,эмалиро́ванноemaliróvanno,эмалиро́ваннаemaliróvanna,эмалиро́ванныemaliróvanny,
