0,1,2,3,4,5,6
,masculine,neuter,feminine,plural,,
nominative,леси́стыйlesístyj,леси́стоеlesístoje,леси́стаяlesístaja,леси́стыеlesístyje,,
genitive,леси́стогоlesístovo,леси́стойlesístoj,леси́стыхlesístyx,,,
dative,леси́стомуlesístomu,леси́стойlesístoj,леси́стымlesístym,,,
accusative,animate,леси́стогоlesístovo,леси́стоеlesístoje,леси́стуюlesístuju,леси́стыхlesístyx,
inanimate,леси́стыйlesístyj,леси́стыеlesístyje,,,,
instrumental,леси́стымlesístym,"леси́стой, леси́стоюlesístoj, lesístoju",леси́стымиlesístymi,,,
prepositional,леси́стомlesístom,леси́стойlesístoj,леси́стыхlesístyx,,,
,,,,,,
short form,леси́стlesíst,леси́стоlesísto,леси́стаlesísta,леси́стыlesísty,,
лес ‎(les)  лесни́к ‎(lesník)  лесни́на ‎(lesnína)  лесни́чество ‎(lesníčestvo)  лесни́чий ‎(lesníčij)  лесно́й ‎(lesnój)  лесово́д ‎(lesovód)  лесово́дственный ‎(lesovódstvennyj)  лесово́дство ‎(lesovódstvo)  лесово́дческий ‎(lesovódčeskij)  лесово́з ‎(lesovóz)  лесовозвраще́ние ‎(lesovozvraščénije)  лесовозобновле́ние ‎(lesovozobnovlénije),,лесово́й ‎(lesovój)  лесозаво́д ‎(lesozavód)  лесозаготови́тельный ‎(lesozagotovítelʹnyj)  лесозагото́вка ‎(lesozagotóvka)  лесозащи́та ‎(lesozaščíta)  лесозащи́тный ‎(lesozaščítnyj)  лесоинжене́рный ‎(lesoinženérnyj)  лесо́к ‎(lesók)  лесока́тка ‎(lesokátka)  лесоматериа́л ‎(lesomateriál)  лесомелиорати́вный ‎(lesomelioratívnyj)  лесомелиора́ция ‎(lesomeliorácija)  лесонасажде́ние ‎(lesonasaždénije),,лесообраба́тывающий ‎(lesoobrabátyvajuščij)  лесоохране́ние ‎(lesooxranénije)  лесопа́рк ‎(lesopárk)  лесопи́лка ‎(lesopílka)  лесопи́льный ‎(lesopílʹnyj)  лесопи́льня ‎(lesopílʹnja)  лесопито́мник ‎(lesopitómnik)  лесопоса́дки ‎(lesoposádki)  лесопоса́дочный ‎(lesoposádočnyj)  лесопромы́шленник ‎(lesopromýšlennik)  лесоразрабо́тка ‎(lesorazrabótka)  лесору́б ‎(lesorúb)  лесосе́ка ‎(lesoséka),,лесоспла́в ‎(lesospláv)  лесоспу́ск ‎(lesospúsk)  лесостепно́й ‎(lesostepnój)  лесосте́пь ‎(lesostépʹ)  лесосуши́лка ‎(lesosušílka)  лесота́ска ‎(lesotáska)  лесотехни́ческий ‎(lesotexníčeskij)  лесоту́ндра ‎(lesotúndra)  лесоту́ндровый ‎(lesotúndrovyj)  лесоустро́йство ‎(lesoustrójstvo)  лесохими́ческий ‎(lesoximíčeskij)  лесохи́мия ‎(lesoxímija)  лесоэ́кспорт ‎(lesoéksport)  лесхо́з ‎(lesxóz)
