0,1,2,3,4,5
,,(file),,,
,masculine,neuter,feminine,plural,
nominative,ёмкийjómkij,ёмкоеjómkoje,ёмкаяjómkaja,ёмкиеjómkije,
genitive,ёмкогоjómkovo,ёмкойjómkoj,ёмкихjómkix,,
dative,ёмкомуjómkomu,ёмкойjómkoj,ёмкимjómkim,,
accusative,animate,ёмкогоjómkovo,ёмкоеjómkoje,ёмкуюjómkuju,ёмкихjómkix
inanimate,ёмкийjómkij,ёмкиеjómkije,,,
instrumental,ёмкимjómkim,"ёмкой, ёмкоюjómkoj, jómkoju",ёмкимиjómkimi,,
prepositional,ёмкомjómkom,ёмкойjómkoj,ёмкихjómkix,,
,,,,,
short form,ёмокjómok,ёмкоjómko,ёмкаjómka,ёмкиjómki,
