0,1,2,3,4
Audio,,(file),,
perfective aspect,,,,
infinitive,улыбну́тьсяulybnútʹsja,,,
participles,present tense,past tense,,
active,—,улыбну́вшийсяulybnúvšijsja,,
passive,—,—,,
adverbial,—,улыбну́вшисьulybnúvšisʹ,,
,present tense,future tense,,
1st singular (я),—,улыбну́сьulybnúsʹ,,
2nd singular (ты),—,улыбнёшьсяulybnjóšʹsja,,
3rd singular (он/она́/оно́),—,улыбнётсяulybnjótsja,,
1st plural (мы),—,улыбнёмсяulybnjómsja,,
2nd plural (вы),—,улыбнётесьulybnjótesʹ,,
3rd plural (они́),—,улыбну́тсяulybnútsja,,
imperative,singular,plural,,
,улыбни́сьulybnísʹ,улыбни́тесьulybnítesʹ,,
past tense,singular,plural(мы/вы/они́),,
masculine (я/ты/он),улыбну́лсяulybnúlsja,улыбну́лисьulybnúlisʹ,,
feminine (я/ты/она́),улыбну́ласьulybnúlasʹ,,,
neuter (оно́),улыбну́лосьulybnúlosʹ,,,
Adjectives  улы́бчивый ‎(ulýbčivyj),,Nouns  улы́бка f ‎(ulýbka)  улы́бчивость f ‎(ulýbčivostʹ),,Verbs  лы́биться impf ‎(lýbitʹsja)
