0,1,2
imperfective aspect,,
infinitive,ёрзатьjórzatʹ,
participles,present tense,past tense
active,ёрзающийjórzajuščij,ёрзавшийjórzavšij
passive,—,—
adverbial,ёрзаяjórzaja,"ёрзавjórzav,ёрзавшиjórzavši"
,present tense,future tense
1st singular (я),ёрзаюjórzaju,бу́ду ёрзатьbúdu jórzatʹ
2nd singular (ты),ёрзаешьjórzaješʹ,бу́дешь ёрзатьbúdešʹ jórzatʹ
3rd singular (он/она́/оно́),ёрзаетjórzajet,бу́дет ёрзатьbúdet jórzatʹ
1st plural (мы),ёрзаемjórzajem,бу́дем ёрзатьbúdem jórzatʹ
2nd plural (вы),ёрзаетеjórzajete,бу́дете ёрзатьbúdete jórzatʹ
3rd plural (они́),ёрзаютjórzajut,бу́дут ёрзатьbúdut jórzatʹ
imperative,singular,plural
,ёрзайjórzaj,ёрзайтеjórzajte
past tense,singular,plural(мы/вы/они́)
masculine (я/ты/он),ёрзалjórzal,ёрзалиjórzali
feminine (я/ты/она́),ёрзалаjórzala,
neuter (оно́),ёрзалоjórzalo,
