0,1,2
PIE root,,
*weǵʰ-,,
Audio,,(file)
imperfective aspect,,
infinitive,везти́veztí,
participles,present tense,past tense
active,везу́щийvezúščij,вёзшийvjózšij
passive,—,везённыйvezjónnyj
adverbial,везя́vezjá,вёзшиvjózši
,present tense,future tense
1st singular (я),везу́vezú,бу́ду везти́búdu veztí
2nd singular (ты),везёшьvezjóšʹ,бу́дешь везти́búdešʹ veztí
3rd singular (он/она́/оно́),везётvezjót,бу́дет везти́búdet veztí
1st plural (мы),везёмvezjóm,бу́дем везти́búdem veztí
2nd plural (вы),везётеvezjóte,бу́дете везти́búdete veztí
3rd plural (они́),везу́тvezút,бу́дут везти́búdut veztí
imperative,singular,plural
,вези́vezí,вези́теvezíte
past tense,singular,plural(мы/вы/они́)
masculine (я/ты/он),вёзvjóz,везли́vezlí
feminine (я/ты/она́),везла́vezlá,
neuter (оно́),везло́vezló,
imperfective aspect,,
infinitive,везти́veztí,
participles,present tense,past tense
active,—,—
passive,—,—
adverbial,—,—
,present tense,future tense
1st singular (я),—,—
2nd singular (ты),—,—
3rd singular (он/она́/оно́),везётvezjót,бу́дет везти́búdet veztí
1st plural (мы),—,—
2nd plural (вы),—,—
3rd plural (они́),—,—
imperative,singular,plural
,—,—
past tense,singular,plural(мы/вы/они́)
masculine (я/ты/он),—,—
feminine (я/ты/она́),—,
neuter (оно́),везло́vezló,
imperfective  вози́ться ‎(vozítʹsja)  ввози́ть ‎(vvozítʹ)  взвози́ть ‎(vzvozítʹ)  вывози́ть ‎(vyvozítʹ)  (no equivalent)  довози́ть impf ‎(dovozítʹ)  (no equivalent)  завози́ть impf ‎(zavozítʹ)  (no equivalent)  навози́ть impf ‎(navozítʹ)  (no equivalent)  обвози́ть ‎(obvozítʹ)  отвози́ть impf ‎(otvozítʹ)  (no equivalent)  перевози́ть impf ‎(perevozítʹ)  (no equivalent)  (no equivalent)  (no equivalent)  подвози́ть ‎(podvozítʹ)  привози́ть ‎(privozítʹ)  провози́ть impf ‎(provozítʹ)  (no equivalent)  развози́ть ‎(razvozítʹ)  свози́ть impf ‎(svozítʹ)  (no equivalent)  увози́ть impf ‎(uvozítʹ)  (no equivalent),,perfective  везти́сь ‎(veztísʹ)  ввезти́ ‎(vveztí)  взвезти́ ‎(vzveztí)  вы́везти ‎(vývezti)  вы́возить ‎(vývozitʹ)  довезти́ ‎(doveztí)  довози́ть pf ‎(dovozítʹ)  завезти́ ‎(zaveztí)  завози́ть pf ‎(zavozítʹ)  навезти́ ‎(naveztí)  навози́ть pf ‎(navozítʹ)  обвезти́ ‎(obveztí)  отвезти́ ‎(otveztí)  отвози́ть pf ‎(otvozítʹ)  перевезти́ ‎(pereveztí)  перевози́ть pf ‎(perevozítʹ)  повезти́ ‎(poveztí)  подвезти́ ‎(podveztí)  понавезти́ ‎(ponaveztí)  привезти́ ‎(priveztí)  провезти́ ‎(proveztí)  провози́ть pf ‎(provozítʹ)  развезти́ ‎(razveztí)  свезти́ ‎(sveztí)  свози́ть pf ‎(svozítʹ)  увезти́ ‎(uveztí)  увози́ть pf ‎(uvozítʹ)
