0,1,2,3,4
imperfective aspect,,,,
infinitive,снаряжа́тьsnarjažátʹ,,,
participles,present tense,past tense,,
active,снаряжа́ющийsnarjažájuščij,снаряжа́вшийsnarjažávšij,,
passive,снаряжа́емыйsnarjažájemyj,—,,
adverbial,снаряжа́яsnarjažája,"снаряжа́вsnarjažáv,снаряжа́вшиsnarjažávši",,
,present tense,future tense,,
1st singular (я),снаряжа́юsnarjažáju,бу́ду снаряжа́тьbúdu snarjažátʹ,,
2nd singular (ты),снаряжа́ешьsnarjažáješʹ,бу́дешь снаряжа́тьbúdešʹ snarjažátʹ,,
3rd singular (он/она́/оно́),снаряжа́етsnarjažájet,бу́дет снаряжа́тьbúdet snarjažátʹ,,
1st plural (мы),снаряжа́емsnarjažájem,бу́дем снаряжа́тьbúdem snarjažátʹ,,
2nd plural (вы),снаряжа́етеsnarjažájete,бу́дете снаряжа́тьbúdete snarjažátʹ,,
3rd plural (они́),снаряжа́ютsnarjažájut,бу́дут снаряжа́тьbúdut snarjažátʹ,,
imperative,singular,plural,,
,снаряжа́йsnarjažáj,снаряжа́йтеsnarjažájte,,
past tense,singular,plural(мы/вы/они́),,
masculine (я/ты/он),снаряжа́лsnarjažál,снаряжа́лиsnarjažáli,,
feminine (я/ты/она́),снаряжа́лаsnarjažála,,,
neuter (оно́),снаряжа́лоsnarjažálo,,,
Nouns  снаря́д m ‎(snarjád)  снаряже́ние n ‎(snarjažénije),,Adjectives  снаря́дный ‎(snarjádnyj),,Verbs  снаряди́ться pf ‎(snarjadítʹsja)  снаряжа́ться impf ‎(snarjažátʹsja)
