0,1,2
PIE root,,
*twerH-,,
Audio,,(file)
,singular,plural
nominative,"творо́г, тво́рогtvoróg, tvórog","твороги́, тво́рогиtvorogí, tvórogi"
genitive,"творога́, тво́рогаtvorogá, tvóroga","творого́в, тво́роговtvorogóv, tvórogov"
dative,"творогу́, тво́рогуtvorogú, tvórogu","творога́м, тво́рогамtvorogám, tvórogam"
accusative,"творо́г, тво́рогtvoróg, tvórog","твороги́, тво́рогиtvorogí, tvórogi"
instrumental,"творого́м, тво́рогомtvorogóm, tvórogom","творога́ми, тво́рогамиtvorogámi, tvórogami"
prepositional,"твороге́, тво́рогеtvorogé, tvóroge","творога́х, тво́рогахtvorogáx, tvórogax"
partitive,"творогу́, тво́рогуtvorogú, tvórogu",
