0,1,2,3,4,5
,masculine,neuter,feminine,plural,
nominative,присто́йныйpristójnyj,присто́йноеpristójnoje,присто́йнаяpristójnaja,присто́йныеpristójnyje,
genitive,присто́йногоpristójnovo,присто́йнойpristójnoj,присто́йныхpristójnyx,,
dative,присто́йномуpristójnomu,присто́йнойpristójnoj,присто́йнымpristójnym,,
accusative,animate,присто́йногоpristójnovo,присто́йноеpristójnoje,присто́йнуюpristójnuju,присто́йныхpristójnyx
inanimate,присто́йныйpristójnyj,присто́йныеpristójnyje,,,
instrumental,присто́йнымpristójnym,"присто́йной, присто́йноюpristójnoj, pristójnoju",присто́йнымиpristójnymi,,
prepositional,присто́йномpristójnom,присто́йнойpristójnoj,присто́йныхpristójnyx,,
,,,,,
short form,присто́енpristójen,присто́йноpristójno,присто́йнаpristójna,присто́йныpristójny,
