0,1
,plural
nominative,пя́льцыpjálʹcy
genitive,"пя́лец, пя́льцев*pjálec, pjálʹcev*"
dative,пя́льцамpjálʹcam
accusative,пя́льцыpjálʹcy
instrumental,пя́льцамиpjálʹcami
prepositional,пя́льцахpjálʹcax
,plural
nominative,пя́льцыpjálʹcy
genitive,"пя́лецъ, пя́льцевъpjálec, pjálʹcev"
dative,пя́льцамъpjálʹcam
accusative,пя́льцыpjálʹcy
instrumental,пя́льцамиpjálʹcami
prepositional,пя́льцахъpjálʹcax
