0,1,2
,singular,plural
nominative,сво́лочьsvóločʹ,сво́лочиsvóloči
genitive,сво́лочиsvóloči,сволоче́йsvoločéj
dative,сво́лочиsvóloči,сволоча́мsvoločám
accusative,сво́лочьsvóločʹ,сволоче́йsvoločéj
instrumental,сво́лочьюsvóločʹju,сволоча́миsvoločámi
prepositional,сво́лочиsvóloči,сволоча́хsvoločáx
perfective aspect,,
infinitive,своло́чьsvolóčʹ,
participles,present tense,past tense
active,—,своло́кшийsvolókšij
passive,—,"своло́ченныйsvolóčennyj,сволочённыйsvoločónnyj"
adverbial,—,своло́кшиsvolókši
,present tense,future tense
1st singular (я),—,сволоку́svolokú
2nd singular (ты),—,сволочёшьsvoločóšʹ
3rd singular (он/она́/оно́),—,сволочётsvoločót
1st plural (мы),—,сволочёмsvoločóm
2nd plural (вы),—,сволочётеsvoločóte
3rd plural (они́),—,сволоку́тsvolokút
imperative,singular,plural
,сволоки́svolokí,сволоки́теsvolokíte
past tense,singular,plural(мы/вы/они́)
masculine (я/ты/он),своло́кsvolók,сволокли́svoloklí
feminine (я/ты/она́),сволокла́svoloklá,
neuter (оно́),сволокло́svolokló,
