0,1,2,3,4,5
audio,,(file),,,
,masculine,neuter,feminine,plural,
nominative,поко́йныйpokójnyj,поко́йноеpokójnoje,поко́йнаяpokójnaja,поко́йныеpokójnyje,
genitive,поко́йногоpokójnovo,поко́йнойpokójnoj,поко́йныхpokójnyx,,
dative,поко́йномуpokójnomu,поко́йнойpokójnoj,поко́йнымpokójnym,,
accusative,animate,поко́йногоpokójnovo,поко́йноеpokójnoje,поко́йнуюpokójnuju,поко́йныхpokójnyx
inanimate,поко́йныйpokójnyj,поко́йныеpokójnyje,,,
instrumental,поко́йнымpokójnym,"поко́йной, поко́йноюpokójnoj, pokójnoju",поко́йнымиpokójnymi,,
prepositional,поко́йномpokójnom,поко́йнойpokójnoj,поко́йныхpokójnyx,,
,,,,,
short form,поко́енpokójen,поко́йноpokójno,поко́йнаpokójna,поко́йныpokójny,
,masculine,neuter,feminine,m. plural,n./f. plural
nominative,поко́йныйpokójnyj,поко́йноеpokójnoje,поко́йнаяpokójnaja,поко́йныеpokójnyje,поко́йныяpokójnyja
genitive,поко́йнагоpokójnavo,поко́йнойpokójnoj,поко́йныхъpokójnyx,,
dative,поко́йномуpokójnomu,поко́йнойpokójnoj,поко́йнымъpokójnym,,
accusative,animate,поко́йнагоpokójnavo,поко́йноеpokójnoje,поко́йнуюpokójnuju,поко́йныхъpokójnyx
inanimate,поко́йныйpokójnyj,поко́йныеpokójnyje,поко́йныяpokójnyja,,
instrumental,поко́йнымъpokójnym,"поко́йной, поко́йноюpokójnoj, pokójnoju",поко́йнымиpokójnymi,,
prepositional,поко́йномъpokójnom,поко́йнойpokójnoj,поко́йныхъpokójnyx,,
,,,,,
short form,поко́енъpokójen,поко́йноpokójno,поко́йнаpokójna,поко́йныpokójny,
,singular,plural,,,
nominative,поко́йныйpokójnyj,поко́йныеpokójnyje,,,
genitive,поко́йногоpokójnovo,поко́йныхpokójnyx,,,
dative,поко́йномуpokójnomu,поко́йнымpokójnym,,,
accusative,поко́йногоpokójnovo,поко́йныхpokójnyx,,,
instrumental,поко́йнымpokójnym,поко́йнымиpokójnymi,,,
prepositional,поко́йномpokójnom,поко́йныхpokójnyx,,,
