0,1,2,3,4,5
Audio,,(file),,,
,singular,plural,,,
nominative,коро́льkorólʹ,короли́korolí,,,
genitive,короля́koroljá,короле́йkoroléj,,,
dative,королю́koroljú,короля́мkoroljám,,,
accusative,короля́koroljá,короле́йkoroléj,,,
instrumental,королёмkoroljóm,короля́миkoroljámi,,,
prepositional,короле́korolé,короля́хkoroljáx,,,
"короле́ва ‎(koroléva, “queen”)  короле́вич ‎(korolévič, “prince”)  короле́вна ‎(korolévna)",,"короле́вский ‎(korolévskij, “royal”)  короле́вство ‎(korolévstvo, “kingdom, monarchy, kingship”)",,"королёк ‎(koroljók, “goldcrest, kinglet, blood orange”)  коро́на ‎(koróna, “crown”)",
Chess pieces in Russian · ша́хматные фигу́ры ‎(šáxmatnyje figúry) (layout · text),,,,,
,,,,,
коро́ль ‎(korólʹ),ферзь ‎(ferzʹ),ладья́ ‎(ladʹjá),слон ‎(slon),конь ‎(konʹ),пе́шка ‎(péška)
