0,1,2,3
,singular,,plural
nominative,չարախաւս ‎(čʿaraxaws),չարախաւսք ‎(čʿaraxawskʿ),
genitive,չարախաւսի ‎(čʿaraxawsi),չարախաւսաց ‎(čʿaraxawsacʿ),
dative,չարախաւսի ‎(čʿaraxawsi),չարախաւսաց ‎(čʿaraxawsacʿ),
accusative,չարախաւս ‎(čʿaraxaws),չարախաւսս ‎(čʿaraxawss),
ablative,չարախաւսէ ‎(čʿaraxawsē),չարախաւսաց ‎(čʿaraxawsacʿ),
instrumental,չարախաւսաւ ‎(čʿaraxawsaw),չարախաւսաւք ‎(čʿaraxawsawkʿ),
locative,չարախաւսի ‎(čʿaraxawsi),չարախաւսս ‎(čʿaraxawss),
,singular,,plural
nominative,չարախաւս ‎(čʿaraxaws),չարախաւսք ‎(čʿaraxawskʿ),
genitive,չարախաւսի ‎(čʿaraxawsi),չարախաւսից ‎(čʿaraxawsicʿ),
dative,չարախաւսի ‎(čʿaraxawsi),չարախաւսից ‎(čʿaraxawsicʿ),
accusative,չարախաւս ‎(čʿaraxaws),չարախաւսս ‎(čʿaraxawss),
ablative,չարախաւսէ ‎(čʿaraxawsē),չարախաւսից ‎(čʿaraxawsicʿ),
instrumental,չարախաւսիւ ‎(čʿaraxawsiw),չարախաւսիւք ‎(čʿaraxawsiwkʿ),
locative,չարախաւսի ‎(čʿaraxawsi),չարախաւսս ‎(čʿaraxawss),
